paper_id;label;title;author;journal;volume;number;pages;year;doi;abstract;search_duplicated;n_duplicates;screened_abstracts_SD;notes_SD;screened_abstracts_JMGS;notes_JMGS;resolution_discussion;screened_final;notes_final
GNM_332;Ruess1997170;Growth responses of Carex ramenskii to defoliation, salinity, and nitrogen availability: Implications for geese-ecosystem dynamics in western Alaska;Ruess, R.W. and Uliassi, D.D. and Mulder, C.P.H. and Person, B.T.;Ecoscience;4;2;170-178;1997;10.1080/11956860.1997.11682392;The Yukon-Kuskokwim River Delta in western Alaska is the principal nesting area for several species of geese, including Pacific black brant. Grazing by geese on Carex ramenskii, one of the most abundant plant species throughout much of this region, appears to have increased in recent years. The purpose of this study was (i) to evaluate the effects of early-season defoliation and fertilization on plant growth and nutrient cycling processes within field plots of C. ramenskii over a 3-year period, and (ii) to study the interactive effects of defoliation, N availability, and salinity stress on growth, and biomass and N allocation in C. ramenskii under controlled, greenhouse conditions. Relative to control plots, clipped-fertilized plots showed significant increases in aboveground net primary production (AGNPP) and leaf N concentration, resulting in significant increases in offtake biomass and offtake N during both 1991 and 1992. In the greenhouse, total production of clipped and unclipped plants did not differ, but clipped plants had significantly higher offtake biomass, and biomass and N allocation to offtake compared to undipped plants. Both field and laboratory experiments found that rapid regrowth following defoliation was dependent on soil nutrient availability. Fertilization increased soil respiration rates each year, but tended to decrease rates of net N mineralization, indicating that the soil microbial biomass is a strong nutrient sink in this ecosystem. In addition to the direct positive effects that goose feces have on plant growth, nitrogen recycled through feces may be an important source of nitrogen contributing to salinity tolerance in C. ramenskii. Our results also suggest that the observed increase in grazing pressure on patches of C. ramenskii early in the growing season may increase forage quality and quantity within these swards, and have important implications for geese-ecosystem interactions at a time of rapid goose population increase.;336;1;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_336;Williams1995327;Polychlorinated biphenyls and 2,3,7,8-tetrachlorodibenzo-p-dioxin equivalents in eggs of double-crested cormorants from a colony near Green Bay, Wisconsin, USA;Williams, L.L. and Giesy, J.P. and Verbrugge, D.A. and Jurzysta, S. and Stromborg, K.;Archives of Environmental Contamination and Toxicology;29;3;327-333;1995;10.1007/BF00212497;Great Lakes colonial waterbirds have experienced poor reproduction and a greater incidence of birth defects than those in remote areas. An egg was collected from each of 1,000 marked cormorant nests at Spider Island (Lake Michigan). Nine pools comprised of three eggs were randomly selected for instrumental quantification of polychlorinated biphenyls (PCB) congeners, calculation of 2,3,7,8-tetrachlorodibenzo-p-dioxin equivalents (TEq) and measurement of equivalents by bioassay (TCDD-EQ). PCB analysis of the nine samples was semi-automated with high performance liquid chromatography (HPLC) columns including a porous graphitic carbon column. TEqs were calculated from concentrations of PCB congeners and bioassay-derived toxic equivalency factors (TEfs), and TCDD-EQ were measured directly with an H4IIE bioassay. Total PCB concentrations ranged from 9.7 to 38 Î¼g/g, wet weight (ww). Mean concentrations of PCB 77, 126, and 169 were 2, 7, and 1 ng/g, ww. The mean TEqs and TCDD-EQ were 150 and 350 pg/g, ww, respectively. Thus, PCB congeners contributed less than 50% of the total TCDD-EQs as measured by the bioassay. Â© 1995 Springer-Verlag New York Inc.;340;1;excluded;Not experimental;excluded;Not experimental;;excluded;Not experimental
GNM_344;Eens199351;Function Of The Song And Song Repertoire In The European Starling (Sturnus Vulgaris): An Aviary Experiment;Eens, M. and Pinxten, R.;Behaviour;125;01. Feb;51-66;1993;10.1163/156853993X00182;We confronted individually-caged male European starlings, Sturnus vulgaris, with con- specifics of both sexes in order to study singing behaviour during intrasexual and intersex- ual encounters. Males spent more time at the nestbox, sang more songs and more song types during female presentations than during control periods (observation periods with no conspecifics). Males also sang more songs in the nestbox and flew more to the nestbox with green nest material. During male presentations, only the time spent at the nestbox and the carrying of nest material increased significantly. Males spent more time at the nestbox, sang more songs and more song types in response to a female stimulus than to a male stimulus. Males also sang more songs in the nestbox and flew more to the nestbox with nest material during female than during male presentations. These results suggest that the song and song repertoire of male starlings serve primarily an intersexual rather than an intrasex- ual function. However, in contrast to a previous study, our results suggest that singing also serves as an intrasexual signal to deter rivals at close encounter. We also tested the hypothesis that the â€˜whistlesâ€™ and the â€˜warbling songâ€™ have separate intrasexual and intersexual functions, as has been suggested in the literature. We found no evidence for a specialized intrasexual function of the whistles nor for a specialized intersexual function of the warbling song. From this study it also appears that variations in the size of the aviary can modify the behavioural responses of starling males. New information with regard to the use of green nest material by male starlings is given Â© 1993, Brill. All rights reserved.;348;1;excluded;"No green nest material
Has information with regards to the use of green nest material by male starlings";excluded;No green nest material;;excluded;No green nest material
GNM_345;Simon1993769;Comparative evaluation of clinically available inferior vena cava filters with an in vitro physiologic simulation of the vena cava;Simon, M. and Rabkin, D.J. and Kleshinski, S. and Kim, D. and Ransil, B.J.;Radiology;189;3;769-774;1993;10.1148/radiology.189.3.8234702;"PURPOSE: A physiologic in vitro model of the human inferior vena cava (IVC) was developed to evaluate the clot-trapping efficiency of various IVC filters. MATERIALS AND METHODS: The flow model closely simulates the physical parameters of the human IVC in fluid viscosity, specific gravity, temperature, and pulsatility; blood flow velocity, volume, and inherent turbulence; and vein orientation, wall compliance, and clot composition. Five filters-Greenfield (G), Bird's Nest (BN), Vena Tech (VT), Simon nitinol (SN), and titanum Greenfield (TG)-were compared by using two vena cava and blood clot sizes and horizontal and vertical orientation of the model. RESULTS: Each filter varied significantly in its clot-capturing efficiency, depending on vena cava size and orientation and emboli size. Overall, decreasing rank order in filter clot-trapping efficiency was SN, BN, VT, TG, and G. CONCLUSION: The in vitro model of the human IVC is an alternative to multicenter clinical trials in evaluating the relative clot-trapping efficiency of various IVC filters.";349;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_346;G.U.00C3..U.00B6.tmark1992245;Blue eggs do not reduce nest predation in the song thrush, Turdus philomelos;GÃ¶tmark, F.;Behavioral Ecology and Sociobiology;30;03. Apr;245-252;1992;10.1007/BF00166709;Many passerine birds with open cup-shaped nests lay blue or blue-green eggs. In thrushes, blue eggs may be cryptic and provide camouflage by imitating spots of light on green leaves. Alternatively, egg coloration may be selectively neutral because nest predators detect nests and not eggs, or it may be maladaptive because organisms are not always well adapted to their present environment. I evaluated these hypotheses by studying predation on artificial song thrush (Turdus philomelos) nests with quail eggs, painted either white, blue, or spotted (cryptic to a human eye). Corvids were the major nest predators. For concealed as well as exposed nests, I found no differences in the predation rates of nests with white, blue, or spotted eggs. Predators apparently detected the nests, and not the eggs, first. In a second experiment, I placed egg groups without nests in trees to study the effect of color per se. The predation rate of the spotted egg groups was significantly lower than that of the white and blue egg groups, for concealed as well as exposed egg groups. These results suggest that blue eggs in the song thrush are not cryptic but may be selectively neutral or even maladaptive with regard to nest predation. Â© 1992 Springer-Verlag.;350;1;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_348;Ankley199246;Integrated assessment of contaminated sediments in the lower Fox River and Green Bay, Wisconsin;Ankley, G.T. and Lodge, K. and Call, D.J. and Balcer, M.D. and Brooke, L.T. and Cook, P.M. and Kreis Jr., R.G. and Carlson, A.R. and Johnson, R.D. and Niemi, G.J. and Hoke, R.A. and West, C.W. and Giesy, J.P. and Jones, P.D. and Fuying, Z.C.;Ecotoxicology and Environmental Safety;23;1;46-63;1992;10.1016/0147-6513(92)90021-T;Samples of sediment and biota were collected from sites in the lower Fox River and southern Green Bay to determine existing or potential impacts of sediment-associated contaminants on different ecosystem components of this Great Lakes area of concern. Evaluation of benthos revealed a relatively depauperate community, particularly at the lower Fox River sites. Sediment pore water and bulk sediments from several lower Fox River sites were toxic to a number of test species including Pimephales promelas, Ceriodaphnia dubia, Hexagenia limbata, Selenastrum capricornutum, and Photobacterium phosphorum. An important component of the observed toxicity appeared to be due to ammonia. Evaluation of three bullhead (Ictalurus) species from the lower Fox River revealed an absence of preneoplastic or neoplastic liver lesions, and the Salmonella typhimurium bioassay indicated relatively little mutagenicity in sediment extracts. Apparent adverse reproductive effects were noted in two species of birds nesting along the lower Fox River and on a confined disposal facility for sediments near the mouth of the river, and there were measurable concentrations of potentially toxic 2,3,7,8-substituted polychlorinated dibenzo-p-dioxins (PCDDs) and dibenzofurans (PCDFs), and planar polychlorinated biphenyls (PCBs) both in the birds and in sediments from several of the study sites. Based on toxic equivalency factors and the results of an in vitro bioassay with H4IIE rat hepatoma cells, it appeared that the majority of potential toxicity of the PCB/PCDF/PCDD mixture in biota from the lower Fox River/Green Bay system was due to the planar PCBs. The results of these studies are discussed in terms of an integrated assessment focused on providing data for remedial action planning. Â© 1992.;352;1;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_350;Hoffman1991323;Developmental toxicity of diphenyl ether herbicides in nestling american kestrels;Hoffman, D.J. and Spann, J.W. and Lecaptain, L.J. and Bunck, C.M. and Rattner, B.A.;Journal of Toxicology and Environmental Health;34;3;323-336;1991;10.1080/15287399109531571;Beginning the day after hatching, American kestrel (Falco sparverius) nestlings were orally dosed for 10 consecutive days with 5 pl/g of corn oil (controls) or one of the diphenyl ether herbicides (nitrofen, bifenox, or oxyfluorfen) at concentrations of 10, 50, 250, or 500 mg/kg in corn oil. At 500 mg/kg, nitrofen resulted in complete nestling mortality, bifenox in high (66%) mortality, and oxyfluorfen in no mortality. Nitrofen at 250 mg/kg reduced nestling growth as reflected by decreased body weight, crownrump length, and bone lengths including humerus, radius-ulna, femur, and tibiotarsus. Bifenox at 250 mg/kg had less effect on growth than nitrofen, but crown-rump, humerus, radius-ulna, and femur were significantly shorter than controls. Liver weight as a percent of body weight increased with 50 and 250 mg/kg nitrofen. Other manifestations of impending hepatotoxicity following nitrofen ingestion included increased hepatic CSH peroxidase activity in all nitrofen-treated groups, and increased plasma enzyme activities for ALT, AST, and LDH-L in the 250-mg/kg group. Bifenox ingestion resulted in increased hepatic CSH peroxidase activity in the 50- and 250-mg/kg groups. Nitrofen exposure also resulted in an increase in total plasma thyroxine (T4) concentration. These findings suggest that altricial nestlings are more sensitive to diphenyl ether herbicides than young or adult birds of precocial species. Â© 1991 by Hemisphere Publishing Corporation.;354;1;excluded;No green nest material;excluded;"No green nest material
";;excluded;No green nest material
GNM_354;Robinson1988346;In vitro evaluation of caval filters;Robinson, J.D. and Madison, M.T. and Hunter, D.W. and Castaneda-Zuniga, W.R. and Amplatz, K.;Cardiovascular and Interventional Radiology;11;6;346-351;1988;10.1007/BF02577413;This experiment demonstrated the clottrapping ability of two commercially available filters, the Mobin-Uddin and Greenfield, and three experimental filters developed by Amplatz, GÃ¼nther, and Gianturco. Each filter was tested in a polyethylene tube simulating the inferior vena cava. Separate series of 10 clots, each 3 cm long and 6 mm or 9.2 mm in diameter, were exposed to the test filter. The Mobin-Uddin and Amplatz filters failed by overload: acutely elevated pressures forced clots outside the skirt of the former, and between the limbs of the latter. The GÃ¼nther filter trapped all incident clots, but migrated downstream when occluded by clot. The Greenfield filter passed clots at normal pressures between its widely spaced legs. The Gianturco (bird's nest) passed clots at normal pressures as well. While filters performed suboptimally, strengthening the anchoring struts of the GÃ¼nther filter would result in a secure, effective filter. Â© 1988 Springer-Verlag New York Inc.;358;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_366;McLennan198595;The predators of eggs and chicks of greenfinches in a mixed farming area in Hawke's Bay.;McLennan, J.A. and Macmillan, B.W.H.;Notornis;32;2;95-100;1985;NA;Ship rats Rattus rattus were killed at Carduelis chloris nests with eggs injected with strychnine. Mustelids destroyed one clutch of eggs and were probably responsible for most predations on young. The experiments did not test whether predatory birds were involved. -from Authors;370;1;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_370;Rothstein1982229;Mechanisms of avian egg recognition: Which egg parameters elicit responses by rejecter species?;Rothstein, S.I.;Behavioral Ecology and Sociobiology;11;4;229-239;1982;10.1007/BF00299299;Some species of North American passerines nearly always reject nonmimetic eggs placed in their nests and have apparently evolved this behavior in response to brood parasitism. Experiments presented here examined the specific egg parameters to which 'rejecter species' respond, the relative tolerances rejecters show towards nonmimetic eggs and the degree to which rejection is limited to eggs of the brown-headed cowbird (Molothrus ater), the only parasitic bird widespread in North America. Relative to cowbird eggs, American robin (Turdus migratorius) eggs are larger, blue rather than white and immaculate rather than spotted. Experiments using 10 egg models at 137 nests showed that robins respond to each of these differences (Figs. 2 and 3) but do not usually reject an egg that deviates from their own by only one difference. Eggs that differ in ant two of the three parameters are usually rejected. This built-in tolerance reduces the likelihood that robins will reject their own eggs if these are atypical in size or coloration. Small egg size was the most important parameter eliciting rapid rejections (i.e. within 1 day), probably because differnces in size can be detected by both visual and tactile perception. By contrast, small egg size was the least important parameter determining whether eggs were eventually rejected (i.e. within 5 days, Tables 2 and 3). In terms of their eventual response, robins may be more sensitive to egg coloration than to size because the latter parameter is less reliable in distinguishing between robin and cowbird eggs. Experiments were also carried out at 37 nests of the gray catbird (Dumetella carolinensis), whose immaculate blue-green egg is only slightly larger than a cowbird egg. Catbirds are much more responsive to white ground color than to maculation (Table 4), perhaps because color is more reliable in distinguishing between catbird and cowbird eggs. Rejecter species exhibit degrees of tolerance towards foreign eggs that are proportional to the divergence between their eggs and those of the cowbird. Birds with eggs strongly divergent from cowbird eggs benefit from being relatively tolerant because they avoid rejecting their own eggs but still act against cowbird eggs. Species with cowbird-like eggs must be relatively intolerant to maximize the chances that cowbird eggs are rejected. Experiments show that rejection is not specific to cowbird eggs. Thus, birds have apparently responded evolutionarily to brood parasitism by developing recognition of their own eggs, rather than by developing recognition and rejection specific to parasitic eggs. Â© 1982 Springer-Verlag.;374;1;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_377;Norman1970215;The effects of sheep on the breeding success and habitat of the short-tailed shearwater, puffinus tenuirostris (Temminck);Norman, F.I.;Australian Journal of Zoology;18;4;215-229;1970;10.1071/ZO9700215;Stock, including sheep, are considered deleterious to ground-nesting birds and have been held responsible for declines in numbers of P. tenuirostris breeding in Bass Strait. Investigations during 1965-68 attempted to study possible interactions existing between sheep and shearwaters on Big Green I., Furneaux Group, Tas. The island has been stocked with sheep for more than 100 years and during this period changes in vegetation and decreases in colony size have been noted. Exclusion of sheep from a portion of a colony did not increase hatching or fledging success, nor was there a decline in either the number of burrows or in burrow utilization, in the sheep-trampled areas. Indeed, sheep activity over colonies appeared to decline during the birds' breeding season and it was concluded that burrow damage was due mainly to the birds themselves, with major damage occurring in the fenced area during the breeding season. Comparison of burrow stability on Green Island with that in another colony, again suggested that birds were responsible for nest destruction but that renovation by the birds tended to nullify the importance of the damage. Though shearwater colonies were once considered to be more widespread on Green Island, experiments have indicated that the vegetation, induced by man and perpetuated by sheep, was not preventing burrow formation and expansion of colony areas. Sheep have not, therefore, been shown to be responsible for past declines and other factors will be considered later. Â© 1970, CSIRO. All rights reserved.;381;1;excluded;Not experimental;excluded;Not experimental;;excluded;Not experimental
GNM_378;Newton196733;THE ADAPTIVE RADIATION AND FEEDING ECOLOGY OF SOME BRITISH FINCHES;Newton, I.;Ibis;109;1;33-96;1967;10.1111/j.1474-919X.1967.tb00005.x;"The habitats and foods of ten species of finches studied near Oxford, England, are described in detail, and differences in feeding habits between them are related to differences in billâ€� and legâ€�structure, bodyâ€�weight and behaviour. The Hawfinch, Siskin, Redpoll and Crossbill live primarily in woodland, the Greenfinch, Linnet and Goldfinch primarily in farmland, while the Bullfinch and Chaffinch breed, and occur throughout the year, in both these habitats. Habitat differences between species were probably more marked in primeval England than now, and the problems of studying animals in manâ€�modified environments are discussed in this context. Diet was studied by observation and by gutâ€�analyses of live and dead finches. Before roosting, finches usually accumulate food in their gullet, which is expandable but otherwise undifferentiated (the term â€œcropâ€� is thus inappropriate). The Lesser Redpoll, the smallest species studied, can store up to about 0.8 c.c. of food in its gullet, but the Greenfinch, one of the largest finches, up to 2.5 c.c. Among the Carduelis finches, the Greenfinch lives mainly on the large seeds of various trees, cereal crops and agricultural weeds; the Goldfinch on the seeds of Compositae; the Siskin on alder and conifer seeds; the Lesser Redpoll on birch and other small seeds; and the Linnet on the seeds of various weeds of farmland. The Hawfinch and Bullfinch eat a greater proportion of buds and seeds from fleshy fruits than do other finches; but the Hawfinch prefers larger ones than does the Bullfinch. The three European crossbills feed almost entirely on conifer seeds; specializing on different tree species. In summer, the Chaffinch and Brambling live largely on invertebrates but in winter on beechmast or small seeds taken from the ground. In winter, Chaffinches reaching Britain from northern Europe tend to feed in large flocks in open areas and to roost communally, while residents tend to remain near their breeding places and roost singly. The migrations and distribution of finches in Europe are described briefly. At any time of winter, closely related species with similar feeding habits are often concentrated in different parts of a common wintering range. Furthermore, in some species, such as the Goldfinch and Chaffinch, the sexes winter mainly in different areas. In Oxford, food was least readily available during hard (winter) weather and there was then complete segregation in diet between different species, but at other times their diets often overlapped considerably. The overlap was much more pronounced in the species living in farmland (which is an artificial habitat) than in those living in natural or seminatural woodland; some tentative explanations for this are offered. The fringilline finches, the Chaffinch and Brambling, feed their young entirely on invertebrates, are territorial in the breeding season and collect food mostly within their territories. The cardueline finches, on the other hand, feed their young mainly, or entirely, on seeds, often nest in â€œloose coloniesâ€� and usually gather food communally at some distance from their nests. The fringilline finches carry food in their bills to the young, which therefore receive small, but frequent, meals; whereas the carduelines feed their young by regurgitation and at longer intervals. Among the carduelines, the Hawfinch is exceptional in that seeds are first swallowed and regurgitated to the nestlings, whereas insects are carried in the bill. The Bullfinch develops in the breeding season special buccal pouches in which food is carried to the young. In general, most finches select diets for their young which differ from their own diets in the breeding season. The Crossbill and Linnet often feed their young on seeds alone, and some other species may do so occasionally. The breeding of these carduelines is therefore independent of a supply of invertebrates, but always coincides with an abundance of seeds. They breed at seasons when other birds do not; the most extreme cases are the three crossbills, which, given an abundance of suitable seeds, will nest at any time of year. The process of seedâ€�husking is described; the strength of the jaws, the extent of the gape and the width of the palatal grooves limit the size and hardness of seeds which a given species can take. No two species have bills of the same shape and size, and differences in diet between species are connected with differences in the structure of their bills and the way the bill is used. In general, the deeper the bill of a finch, the more numerous the types of seeds in its diet. The Greenfinch, Linnet and Redpoll have relatively short broad bills and feed more than do other Carduelis finches from plants whose seeds are relatively exposed (e.g. grasses) or enclosed within pods or capsules; they also pick up many fallen seeds from the ground, but each species concentrates on different sizes of seeds. The Goldfinch and Siskin have reIatively long, narrow bills and obtain much of their food by probing into cones and into the seedâ€�heads of Comâ€�positae; unlike other finches, they also use a gaping movement while feeding. The Goldfinch has a longer bill and eats more Compositae seeds than the Siskin, while tlie latter eats more tree seeds than the Goldfinch. Further, male Goldfinches have slightly longer beaks than females, and hence can obtain teasel seeds more efficiently; females feed only rarely from these plants. The Bullfinch and Hawfinch obtain much of their food by crushing fruits, seedâ€�heads, etc. in their bills and peeling off the outer layer to get the seeds. The methods used by the crossbill species to open cones of varying degrees of hardness are described in detail. The Chaffinch and Brambling obtain almost all their food by rapid pecks; they show none of the behaviour patterns used by carduelines to open various types of seedâ€�heads. Species also differ in the proportion of food obtained from the ground, from vegetation, or on the wing. These differences are related to the various positions in which each species is able to feed. Those species (Goldfinch, Siskin, Redpoll and Crossbills) which are most adept at clinging and hanging feed mainly from trees and herbaceous plants, while those that are least adept at this (Chaffinch and Brambling) obtain almost all their food from the ground or from firm horizontal twigs. The remaining species are intermediate in the proportion of time spent feeding from the ground or from vegetation; and only the Chaffinch, Brambling and Bullfinch obtain an appreciable amount of food on the wing. Differences between species in the frequency with which various positions are adopted during feeding can be related to differences in their average body weights, and (to a lesser extent) in their legâ€�structure; the most agile species are either light in weight or have relatively short strong legs. Bodyâ€�weight, legâ€�proportions and billâ€�size (and hence feeding habits) may vary considerably between different populations of the same species. In Appendix 2, the legâ€�proportions of certain English finches are compared with those of their German and Russian counterparts. Some finch species use their feet in coordination with their bill to obtain food. The extent to which various species do this in the wild is discussed in relation to the ease with which they can be taught experimentally to pull up food suspended on the end of a long thread. The ecology, structure and behaviour of finches is discussed in relation to some current ideas on speciation and the ontogeny of feeding behaviour. The young of several species of finches respond initially to a similar range of potential foodâ€�items (both in size and appearance) and all attempt to deal with them in similar ways. However, each individual soon learns to concentrate on those foods it can obtain most efficiently with its own particular structures and behaviour patterns. It is thus the structural and behavioural differences between closelyâ€�related species which lead the individuals of each to prefer different foods. Further, some of the behaviour patterns themselves probably develop mainly as a result of learning conditioned by structure, so that some of the behavioural differences between species that affect foodâ€�choice are in turn dependent on structural differences. This implies that, from an evolutionary viewpoint, two forms need diverge only in structure (and not necessarily â€œpsychologicallyâ€�) for some ecological segregation to be achieved. There are, however, certain differences in feeding behaviour between the fringillines and carduelines that cannot be attributed merely to structural differences between the two groups, so presumably some â€œpsychological factorâ€� is also important in the development of these particular behaviour patterns. A close relationship between the structure, feeding behaviour and food of an animal is usually taken for granted, but it is often difficult to decide which of these came first in evolution. Among finches, however, there are sometimes indications that a structural change was necessary before a new behaviour pattern or feeding habit could evolve, though further modification of structure may then occur through adaptation to the new foods thereby made available. Some evolutionary trends among finches are described, and the role of competition in the evolution and maintenance of ecological differences between species is discussed. The effect of social experience on feeding behaviour is also discussed, and some examples are given of the spread of novel foodâ€�habits among finches, and of presumed traditional differences in feeding behaviour between different populations of the same species. Finally, some recent changes in food, and habitatâ€�selection by finches are discussed in relation to problems of conservation. Copyright Â© 1967, Wiley Blackwell. All rights reserved";382;1;excluded;Not experimental;excluded;Not experimental;;excluded;Not experimental
GNM_383;Campbelt194972;The cultivation of tumours in the fertile egg, with special reference to associated ectodermal lesions of the chorioallantoic merane;Campbelt, J.G.;British Journal of Cancer;3;1;72-88;1949;10.1038/bjc.1949.8;"Various in vivo methods of cultivation of spontaneous and chemically induced avian and mammalian tumours have been tried, and the best results have been obtained with the chick embryo chorioallantoic membrane method. Virus-associated tumours grow best, followed by the chemically induced tumours. The majority of spontaneous tunours give disappointingly small growths. It has been shown that the capacity for inducing ectodermal proliferation in the chorioallantois is not confined to tumour viruses, or to fowl pox and other non-tumour associated viruses, but occurs in the membranes adjacent to the majority of implanted tumours, whether spontaneous, virus associated, or chemically induced; or even occasionally in response to bacterial growth. Attention has been drawn to the tendency of the proliferating ectoderm to form â€œcell nestsâ€� or â€œepithelial pearls,â€� resembling those occurring in squamous-cell carcinoma, and the significance of this has been discussed. The induction has been described of two distinct leukaemic conditions in chick embryos as the result of implanting tissues from a third type of spontaneous leukaemia in a fowl, and has been briefly discussed. I wish to express my gratitude to Professor A. Murray Drennan, of the Pathology Department, University of Edinburgh, for his interest in this work, and for the numerous suggestions as to the manner of development of the investigation. All the fertile eggs were obtained from Dr. A. W. Greenwood's flock of Brown Leghorns, and I have pleasure in recording my appreciation of his co-operation in this respect, and for much help in other directions. The virus associated and chemically induced tumours were supplied by Dr. J. G. Carr, formerly of the Institute of Animal Genetics, University of Edinburgh, to whom I am much indebted. The histological preparations were the work of Messrs. Cockburn and Mac-Kenzie. Part of the expenses incurred by this work were borne by the British Empire Cancer Campaign. Â© 1949, The British Empire Cancer Campaign for Research. All rights reserved.";387;1;excluded;Out of field;excluded;Out of field;;excluded;Out of field
GNM_010;X.WOS.000435198500010;`Green incubation': avian offspring benefit from aromatic nest herbs through improved parental incubation behaviour;Gwinner, Helga and Capilla-Lasheras, Pablo and Cooper, Caren and Helm, Barbara;PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES;285;1880;NA;2018;10.1098/rspb.2018.0376;Development of avian embryos requires thermal energy, usually from parents. Parents may, however, trade off catering for embryonic requirements against their own need to forage through intermittent incubation. This dynamically adjusted behaviour can be affected by properties of the nest. Here, we experimentally show a novel mechanism by which parents, through incorporation of aromatic herbs into nests, effectively modify their incubation behaviour to the benefit of their offspring. Our study species, the European starling, includes in its nest aromatic herbs which promote offspring fitness. We provided wild starlings with artificial nests including or excluding the typically selected fresh herbs and found strong support for our prediction of facilitated incubation. Herb effects were not explained by thermal changes of the nests per se, but by modified parental behaviours. Egg temperatures and nest attendance were higher in herb than herbless nests, egg temperatures dropped less frequently below critical thresholds and parents started their active day earlier. These effects were dynamic over time and particularly strong during early incubation. Incubation period was shorter in herb nests, and nestlings were heavier one week after hatching. Aromatic herbs hence influenced incubation in beneficial ways for offspring, possibly through pharmacological effects on incubating parents.;10;1;selected;;selected;;;selected;
GNM_011;Ruiz.Castellano2018137;Nest material preferences by spotless starlings;Ruiz-Castellano, C. and TomÃ¡s, G. and Ruiz-RodrÃ­guez, M. and Soler, J.J.;Behavioral Ecology;29;1;137-144;2018;10.1093/beheco/arx139;The avian nest is an essential structure for offspring development. For adults, nest building entails costs in terms of time, energy, and exposure to predators and parasites. Amount and diversity of materials used for nest building depend on their availability and functionality in scenarios of sexual selection and parasitism. Green plants and feathers of different colors have been hypothesized to play key roles in offspring protection against pathogens, and we here experimentally assessed spotless starling (Sturnus unicolor) preferences for pigmented versus unpigmented feathers and for different green plants (aromatic vs. non-aromatic plants) as nest materials. We predicted a preferential selection of unpigmented feathers and aromatic plants according to the antimicrobial properties of these materials described in the literature. We evaluated these predictions during nest building and during egg-laying stages. As expected, starlings preferentially selected unpigmented feathers both before and during egg laying, while aromatic plants were preferentially selected only during the egg-laying stage. These results suggest that starlings prefer nest materials that enhance antimicrobial protection of their offspring. We also discuss some other, non-exclusive functions that might explain the observed preference for nest materials, especially with regard to their potential role in sexual signaling. Â©The Author(s) 2017. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.;11;2;selected;;selected;;;selected;
GNM_028;Veiga2008167;Age dependent sex allocation in the polygynous spotless starling;Veiga, J.P. and Polo, V. and Cordero, P.J.;Evolutionary Ecology;22;2;167-176;2008;10.1007/s10682-007-9166-8;Theoretical and empirical evidence suggests that avian females are able to manipulate the offspring sex ratio at birth. Although mating with an attractive male may induce females to skew the sex ratio toward males, the balance between the benefits of producing attractive sons and the costs of competing with other females for mates could vary with female age, a possibility that had not been previously explored. In this paper we increment experimentally the attractiveness of males of the polygynous spotless starling (Sturnus unicolor) by adding green plants to their nests, a trait involved in courtship, and look for female age-differential effects on offspring primary sex ratio. Young and middle aged females produced more sons in experimental than in control nests, as expected, but old females showed the opposite tendency. To explain this novel result, we speculate that older females are limited to produce the most costly sex because the physiological drawbacks imposed by ageing reduce their ability to compete with younger ones for the non-shareable resources offered by males. We discuss that this evolutionary scenario may be widespread in avian polygynous systems. Â© 2007 Springer Science+Business Media, Inc.;28;2;selected;;selected;;;selected;
GNM_032;Polo20041929;Female starlings adjust primary sex ratio in response to aromatic plants in the nest;Polo, V. and Veiga, J.P. and Cordero, P.J. and ViÃ±uela, J. and Monaghan, P.;Proceedings of the Royal Society B: Biological Sciences;271;1551;1929-1933;2004;10.1098/rspb.2004.2801;Adjustment of offspring sex ratios should be favoured by natural selection when parents are capable of facultatively altering brood sex ratios and of recognizing the circumstances that predict the probable fitness benefit of producing sons and daughters. Although experimental studies have shown that female birds may adjust offspring sex ratios in response to changes in their own condition and in the external appearance of their mate, and male attributes other than his external morphology are also thought to act as signals of male quality, it is not known whether females will respond to changes in such signals, in the absence of any change in the appearance of the male himself. Here, we experimentally manipulated a male courtship display, the green plants carried to the nest by male spotless starlings (Sturnus unicolor), without changing any physical attributes of the male himself, and examined whether this influenced female decisions on offspring sex ratio. We found that in an environment in which female starlings were producing more daughters than sons, experimental enhancement of the green nesting material caused females to significantly increase the number of male eggs produced and thereby removed the female bias. This effect was consistent in 2 years and at two localities. This demonstrates that the green material, whose function has long puzzled biologists, conveys important information to the female and that she facultatively adjusts offspring production accordingly. Â© 2004 The Royal Society.;32;2;selected;;selected;;;selected;
