Paper_ID,label,title,author,journal,volume,number,pages,year,doi,abstract,search_duplicated,n_duplicates,screened,notes
GNM_275,Voigt2011434,Multisensory non-photoperiodic cue advances the onset of seasonal breeding in Island canaries (Serinus canaria),"Voigt, C. and Meiners, T. and Ter Maat, A. and Leitner, S.",Journal of Biological Rhythms,26,5,434-440,2011,10.1177/0748730411414334,"In most temperate zone vertebrates, photoperiodic change plays the major role in the timing of seasonal breeding. However, direct environmental stimuli such as temperature, rainfall, or availability of food are thought to be important for fine-tuning breeding activities. Building on evidence from wild Island canaries (Serinus canaria), the authors had shown advancing effects of green vegetation on breeding under captive, short-day conditions. So far, the precise, sensory modalities of this stimulatory cue are unknown. Here the authors present new data that confirm advanced breeding activities in the presence of green vegetation and narrow its stimulatory components. They found that direct exposure of the birds to fresh green vegetation represented the strongest stimulus and advanced breeding by up to 2 months compared to controls. In contrast, access to artificial green vegetation, extracts from green vegetation, or olfactory components alone had no such effects. This is, to the best of the authors' knowledge, the first experiment that examines sensory components of an effective, supplementary, non-photoperiodic cue in a temperate zone species. The data suggest that in order to use non-photoperiodic information to time breeding, birds must be able to integrate and process multisensory stimuli. Single non-photoperiodic sensory cues are insufficient to affect the timing of seasonal breeding. Â© 2011 SAGE Publications.",273,1,excluded,no green nest material
GNM_276,Poletta2011852,"Genetic, enzymatic and developmental alterations observed in Caiman latirostris exposed in ovo to pesticide formulations and mixtures in an experiment simulating environmental exposure","Poletta, G.L. and Kleinsorge, E. and Paonessa, A. and Mudry, M.D. and Larriera, A. and Siroski, P.A.",Ecotoxicology and Environmental Safety,74,4,852-859,2011,10.1016/j.ecoenv.2010.12.005,"In South America, economic interests in last years have produced a constant increase in transgenic soybean cropping, with the corresponding rise in pesticide formulated products. The aim of this study was to determine the effects of pesticides formulations and mixtures on a South American caiman, Caiman latirostris, after in ovo exposure. We conducted a field-like experiment which simulates the environmental exposure that a caiman nest can receive in neighbouring croplands habitats. Experimental groups were Control group, Treatment 1: sprayed with a glyphosate herbicide formulation, and Treatment 2: sprayed with a pesticide mixture of glyphosate, endosulfan and cypermethrin formulations. Results demonstrated genotoxicity, enzymatic and metabolic alterations, as well as growth delay in caimans exposed in ovo to Treatments 1 and 2, showing a higher toxicity for the mixture. Integral evaluation through biomarkers of different biological meaning is highly informative as early indicators of contamination with pesticides and mixtures in this wildlife species. Â© 2010 Elsevier Inc.",274,1,excluded,Not birds
GNM_282,Robinson201063,Nest survival of understory birds in longleaf pine forests exposed to fire and fire-surrogate treatments,"Robinson, W.D. and RomprÃ©, G.",Open Environmental Sciences,4,SPEC. ISSUE,63-69,2010,10.2174/1876325101004010063,"Longleaf pine (Pinus palustris) forest ecosystems evolved with short-interval, low intensity fires. Fire suppression has reduced or eliminated fire and has caused extensive changes in plant community composition and structure. The National Fire and Fire-Surrogate study was implemented to evaluate effects of alternative habitat treatments, such as herbicide application and mechanical thinning, and to compare them with effects of prescribed fire. We evaluated how treatments influenced the nesting success of birds breeding in 10-ha plots of longleaf pine at Solon Dixon Experimental Forest, Alabama. We measured daily rates of nest mortality for 432 nests of 33 species in unmanipulated (controls), burned, herbicide-treated and burned, thinned, and thinned and burned plots during the three years of our study. Although we accumulated observations of 6,624 days that nests were exposed to possible predation, sample sizes were still too small to permit robust statistical analyses of treatment effects. Data from one (Eastern Towhee, Pipilo erythrophthalmus) of two species with the largest sample sizes suggested that nests in treatment plots experienced higher rates of mortality than did nests in control plots, but sample sizes were still small enough that high estimates of variance prevented strong statistical evaluation. Nest survival for the other common species, Northern Cardinal (Cardinalis cardinalis), showed no such suggestive differences. We present results from all nests of all species for which we found three or more nests so that future researchers can use the data during meta-analyses. We also encourage those designing future similar studies to consider expanding the size of study plots so that at least the most numerous open-cup nesting birds can be found in sufficient numbers for strong statistical analyses. In longleaf pine forests of southern Alabama, we estimate that minimum plot sizes would need to be 50 ha for the two most common species, Eastern Towhee and Northern Cardinal. Â© Robinson and RomprÃ©; Licensee Bentham Open.",280,1,excluded,Not experimental
GNM_283,Mendoza.Rodr.U.00C3..U.00AD.guez2010390,Response of birds in Tropical deciduous forest to brown-headed cowbirds (Molothrus ater),"Mendoza-RodrÃ­guez, V.H. and Rivera, J.H.V. and Medina-MontaÃ±o, I. and Campos-Cerda, F.",Southwestern Naturalist,55,3,390-393,2010,10.1894/MH-46.1,"During June-September 2007, we searched bird nests for evidence of parasitism by brown-headed cowbirds (Molothrus ater) and we tested response of the avian community to taxidermy mounts of a brown-headed cowbird in a tropical deciduous forest in the Chamela-Cuixmala Biosphere Reserve in western Mexico. Of 46 nests found (black-capped gnatcatcher Polioptila nigriceps, 2; red-breasted chat Granatellus venustus, 1; blue bunting Cyanocompsa parellina, 1; orange-breasted bunting Passerina leclancherii, 1; rufous-backed thrush Turdus rufopalliatus, 1; yellow-green vireo Vireo flavoviridis, 39), only one was parasitized (nest of a black-capped gnatcatcher). Experimental responses to taxidermy mounts suggested that yellow-green vireos may have had previous contact with cowbirds. We conclude that in the Chamela-Cuixmala Biosphere Reserve, parasitism by brown-headed and bronzed cowbirds (Molothrus aeneus) remains low, or even absent for some species, as on the yellow-green vireo, but this situation could change in the near future because significant developments for the tourism industry are planned adjacent to the reserve; that could create new habitat and sources of food for cowbirds.",282,1,excluded,no green nest material
GNM_284,Naeem2010233,Arthropod communities in different agroforesty landscapes,"Naeem, M. and Compton, S.G. and Shah, H.",Pakistan Journal of Zoology,42,3,233-240,2010,NA,"The responses of arthropod communities to an agroforestry landscape was studied at the Leeds University Field Station (Bramham), in northern England. The experimental design consisted of tree rows (containing four species of furniture timber trees, hazel bushes and grass alleys between the tree rows), forestry plots (comprising three species of timber trees and hazel bushes) and natural woodlots (consisting of mostly pine and beech trees). Forty tree sparrow nest-boxes with guards were constructed to study the structure of this model community. The material used for nest construction was determined based on a used tree sparrow nest obtained from a hedge at the field station. Numbers of arthropods found in tree rows were significantly higher compared to both the forest plots and woodlots. Similarly, the number of green lacewings, flies and beetles were all significantly higher in the tree rows than the forestry plots and woodlots. However, no significant difference between the varying resources of artificial nesting materials was found in total fauna. The common earwigs, Forficula auricularia were attacked by a tachinid fly, Triarthria. setipennis. The rate of parasitism was 43%. This tachinid fly was further parasitised by two hymenopteran, the pteromalids, Dibrachys. cavus and D. boarmiae. There were no significant differences observed between the brood sizes of the tachinid hyperparasitoids. Copyright 2010 Zoological Society of Pakistan.",283,1,excluded,Not birds
GNM_285,Chen2010,Nestin is essential for zebrafish brain and eye development through control of progenitor cell apoptosis,"Chen, H.-L. and Yuh, C.-H. and Wu, K.K.",PLoS ONE,5,2,NA,2010,10.1371/journal.pone.0009318,"Background: Nestin is expressed in neural progenitor cells (NPC) of developing brain. Despite its wide use as an NPC marker, the function of nestin in embryo development is unclear. Methodology/Principal Findings: As nestin is conserved in zebrafish and its predicted sequence is clustered with the mammalian nestin orthologue, we used zebrafish as a model to investigate its role in embryogenesis. Injection of nestin morpholino (MO) into fertilized eggs induced time- and dose-dependent brain and eye developmental defects. Nestin morphants exhibited characteristic morphological changes including small head, small eyes and hydrocephalus. Histological examinations show reduced hind- and mid-brain size, dilated ventricle, poorly organized retina and underdeveloped lens. Injection of control nestin MO did not induce brain or eye changes. Nestin MO injection reduced expression of ascl1b (achaete-scute complex-like 1b), a marker of NPCs, without affecting its distribution. Nestin MO did not influence Elavl3/4 (Embryonic lethal, abnormal vision, Drosophila-like 3/4) (a neuronal marker), or otx2 (a midbrain neuronal marker), but severely perturbed cranial motor nerve development and axon distribution. To determine whether the developmental defects are due to excessive NPC apoptosis and/or reduced NPC proliferation, we analyzed apoptosis by TUNEL assay and acridine orange staining and proliferation by BrdU incorporation, pcna and mcm5 expressions. Excessive apoptosis was noted in hindbrain and midbrain cells. Apoptotic signals were colocalized with ascl1b. Proliferation markers were not significantly altered by nestin MO. Conclusion/Significance: These results suggest that nestin is essential for zebrafish brain and eye development probably through control of progenitor cell apoptosis. Â© 2010 Chen et al.",285,1,excluded,Not birds
GNM_294,Albert2008605,"Dose-dependent uptake, elimination, and toxicity of monosodium methanearsonate in adult zebra finches (Taeniopygia guttata)","Albert, C.A. and Williams, T.D. and Morrissey, C.A. and Lai, V.W.M. and Cullen, W.R. and Elliott, J.E.",Environmental Toxicology and Chemistry,27,3,605-611,2008,10.1897/07-147.1,"Monosodium methanearsonate (MSMA), an arsenic-based pesticide, has been used for the past 10 years in attempts to suppress mountain pine beetle (Dendroctonus ponderosae) outbreaks in British Columbia, Canada. Previous studies have shown that cavity nesting forest birds such as woodpeckers forage and breed in MSMA treated pine stands. Here we examined the effects of MSMA in the laboratory using the zebra finch (Taeniopygia guttata), with the objective to examine tissue distribution and sublethal toxic effects in a model avian species. Zebra finches were exposed to this pesticide at doses similar to those found in bark beetle samples from MSMA stands of trees treated in the southern interior of British Columbia (8, 24, and 72 Î¼g/g/d and a control group). Results showed high excretion (>90%) of arsenic in all dose groups, as well as dose-dependent trends in accumulation of arsenic in the blood (p < 0.001) and specific tissues. Monomethylarsonic acid, MMA (V), was the predominant form of arsenic in the blood plasma. Dimethylarsinic acid was the major form of arsenic found in the liver (83%) and kidney (61%) tissues. The brain tissue contained primarily the MMA (V) form (57%). Significant weight loss occurred in the two highest dose groups (p < 0.05). Birds in the highest dose group lost up to 15% of initial body mass. Â© 2008 SETAC.",297,1,excluded,No green nest material
GNM_297,El.Fallal200854,Prospects for biocontrol of brown rot disease of potato in vitro and under greenhouse conditions,"El-Fallal, A.A. and Moussa, Z.",Plant Pathology Journal,7,1,54-64,2008,10.3923/ppj.2008.54.64,"This investigation is a trial to biocontrol of brown rot disease of potato by basidiomycetes, wheat straw and spent mushroom straw. Bird's nest Cyathus stercoreus is firstly recorded in Egypt. It was found growing on manured soil at New Damietta. It is identified and isolated from its fruit body. Eight basidiomycetes including C. stercoreus were tested to antagonize Ralstonia solanacearum (causal agent of brawn rot disease of potato) in vitro. All of these fungi inhibited the growth of R. solanacearum and the largest inhibition zones were recorded with Cyathus stercoreus Egyptian strain and Agaricus campester Egyptian strain. Extract from the Cyathus stercoreus mycelia was studied using Thin Layer Chromatography (TLC), Infrared (IR) spectroscopic analysis and Nuclear Magnetic Resonance (NMR). The study suggested that the polysaccharide of this fungus has the antibacterial activity. C. stercoreus was selected to green house study. Water extract filtrate of raw wheat straw (wers) and of spent mushroom straw (wess) of three Pleurotus sp. were tested to inhibit R. solanacearum growth by applying disc-filter paper method. RSE filtrate and all the other three filtrates inhibited R. solanacearum growth. Water extract of Pleurotus columbinus spent wheat straw (wess) had the largest inhibition zone, so, it was selected to further study. In greenhouse experiment, the previous selected factors were used to estimate their ability to biocontrol R. solanacearum. The reported results revealed that the mycelial suspension of C. stercoreus (Css) had the best effect in reduction of the disease, plant health and plant production. Consequently, this is the first report of using C. stercoreus in biological control of plant diseases. Using of spent straw and raw straw powders and their water extracts had good results in controlling the disease and plant productivity. Â© 2008 Asian Network for Scientific Information.",300,1,excluded,Not birds
GNM_301,Kwak20071183,Ablation of central nervous system progenitor cells in transgenic rats using bacterial nitroreductase system,"Kwak, S.P. and Malberg, J.E. and Howland, D.S. and Cheng, K.-Y. and Su, J. and She, Y. and Fennell, M. and Ghavami, A.",Journal of Neuroscience Research,85,6,1183-1193,2007,10.1002/jnr.21223,"Specific ablation of central nervous system (CNS) progenitor cells in the brain of live animals is a powerful method to determine the functions of these cells and to reveal novel avenues for the treatment of several CNS-related disorders. To achieve this goal, we generated a line of transgenic rats expressing a bacterial enzyme, Escherichia coli nitroreductase gene (NTR), under control of the nestin promoter. In this system, NTR+ cells are selectively eliminated upon application of prodrug CB1954, through activation of programmed cell death machineries. At 5 days of age, which is a time when cerebellar development is occurring, transgenic rats bearing the nestin-NTR/green fluorescent protein (GFP) gene are overtly normal and express NTR/GFP in neuronal stem cells, without any toxicity in these cells. The functional consequence of progenitor cell ablation was demonstrated by administering prodrug CB1954 into the cerebellum at this 5-day time point. Stem cell ablation in these neonates resulted in sensorimotor abnormalities, cerebellar degeneration, overall reduction in cerebellar seize, and manifestation of ataxia. In adult rats, GFP expression was not seen in the hippocampal progenitor cells and seen only at very low levels in the lateral ventricles, indicating a different NTR/GFP expression pattern between neonates and adults. In addition, application of CB1954 by intraventricular delivery reduced the number of 5-bromo-2â€²-deoxyuridine-labeled proliferating cells in the lateral ventricle but not hippocampus of NTR/GFP rats. These findings shows that targeted expression of NTR under a specific promoter might be of significant value in addressing the function of distinct cell population in vivo. Â© 2007 Wiley-Liss, Inc.",304,1,excluded,Not birds
GNM_304,Moreno2006651,Experimental evidence that egg color indicates female condition at laying in a songbird,"Moreno, J. and Lobato, E. and Morales, J. and Merino, S. and TomÃ¡s, G. and MartÃ­nez-De La Puente, J. and Sanz, J.J. and Mateo, R. and Soler, J.J.",Behavioral Ecology,17,4,651-655,2006,10.1093/beheco/ark014,"The signaling hypothesis of eggshell coloration in birds is based on the assumption that females of species with blue-green eggs signal their phenotypic quality to their mates through deposition of the antioxidant biliverdin as pigment. Egg pigmentation may be an expression of the condition of females at laying or of genetic linkages between egg color and female performance variables. We have supplemented 16 pied flycatcher, Ficedula hypoleuca, females with mealworms before and during laying and compared the mass and color of their eggs as measured on the day of laying to those of 16 control females with the same nest construction and laying dates and clutch sizes. Supplemented females laid significantly heavier and more intensely blue-green eggs than control females. Egg blue-green chroma was significantly associated with the amount of biliverdin in eggshells. Egg color, and thus biliverdin content, is an expression of female condition at laying. Â© The Author 2006. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.",307,1,excluded,No green nest material
GNM_305,Custer2006541,"Contaminant exposure of barn swallows nesting on bayou d'Inde, Calcasieu Estuary, Louisiana, USA","Custer, T.W. and Custer, C.M. and Goatcher, B.L. and Melancon, M.J. and Matson, C.W. and Bickham, J.W.",Environmental Monitoring and Assessment,121,3-Jan,541-558,2006,10.1007/s10661-005-9153-x,"Current and historical point source discharges, storm water runoff, and accidental spills have contaminated the water, sediment, and biota within the Calcasieu Estuary in southwestern Louisiana. In 2003, barn swallow (Hirundo rustica) eggs and nestlings were collected beneath two bridges that cross Bayou d'Inde, the most contaminated waterway within the Calcasieu Estuary. Samples were also collected from a bridge over Bayou Teche, a reference site in south central Louisiana. Polychlorinated biphenyl (PCB) concentrations in barn swallow eggs and nestlings were significantly higher at the downstream site on Bayou d'Inde (2.8 Î¼g/g PCBs in eggs and 1.5 Î¼g/g PCBs in nestlings) than at the other two sites (< 0.2 Î¼g/g PCBs in eggs and nestlings at both sites). Ethoxyresorufin-O-dealkylase activity in nestling livers was significantly higher at the downstream site on Bayou d'Inde (50 pmol/min/mg) compared to the other two locations (24 pmol/min/mg, each), probably because of exposure to PCBs. Polychlorinated dibenzo-p-dioxin and polychlorinated dibenzofuran concentrations in eggs and polycyclic aromatic hydrocarbons in nestlings were at background concentrations at all sites. Trace element concentrations in barn swallow eggs and nestling livers were at background levels and did not differ among the three sites. A biomarker of DNA damage did not differ among sites. Â© Springer Science+Business Media, Inc. 2006.",308,1,excluded,Not experimental
GNM_309,Mayne2005381,"Thyroid function in nestling tree swallows and eastern bluebirds exposed to non-persistent pesticides and p, pâ€²-DDE in apple orchards of southern Ontario, Canada","Mayne, G.J. and Bishop, C.A. and Martin, P.A. and Boermans, H.J. and Hunter, B.",Ecotoxicology,14,3,381-396,2005,10.1007/s10646-004-6372-9,"This study examined the associated effects of pesticides and persistent residues of p,pâ€²-DDE on thyroid function in 16-day-old tree swallows (Tachycineta bicolor) and 12-day-old eastern bluebirds (Sialia sialis). Apple orchards sprayed with pesticides in current use and reference sites were chosen for study in southern Ontario, Canada, during 2000-2001. We assessed thyroid hormone concentrations (plasma and muscle thyroxine [T4], and triiodothyronine [T3]) and the response to a challenge with thyroid stimulating hormone (TSH) as well as parameters of thyroid histology. Individual nests were exposed to as many as seven individual pesticide applications and up to five pesticide mixtures. Concentrations of p,pâ€²-DDE in eggs from both species were highest in orchard sites, and ranged from 0.05 to 5.44 mg/kg wet weight for tree swallows, and from 0.17 to 95.4 mg/kg for eastern bluebirds. In 2000, tree swallows from sprayed orchards had elevated plasma T4 concentrations, and thyroid glands with collapsed follicles, hypertrophic epithelia, and higher follicular epithelial cells relative to chicks from reference sites. Plasma T4 concentration was positively correlated with the total number of pesticide mixtures applied during egg incubation through chick rearing. In 2001, basal plasma T3 concentration in tree swallow chicks did not differ between orchard and reference sites, though there were differences among orchards; T3 was positively correlated with total number of individual sprays applied during egg incubation through chick rearing. Tree swallows challenged with TSH showed no significant difference in thyroid hormone concentration or follicular epithelial cell height between exposure groups; however, a significantly greater proportion of chicks from reference sites were found to have thyroids with focal or diffuse hypertrophic epithelia relative to orchard chicks. In 2001, bluebirds from sprayed orchards had significantly higher T3 concentrations in response to TSH challenge; this response was positively correlated with the total number of pesticides applied during egg incubation through chick rearing. Â© 2005 Springer Science + Business Media, Inc.",312,1,excluded,No green nest material
GNM_315,Krueper2003607,"Response of vegetation and breeding birds to the removal of cattle on the San Pedro River, Arizona (U.S.A.)","Krueper, D. and Bart, J. and Rich, T.D.",Conservation Biology,17,2,607-615,2003,10.1046/j.1523-1739.2003.01546.x,"In late 1987 cattle were removed from the San Pedro Riparian National Conservation Area (NCA) in southeastern Arizona (U.S.A.). We monitored vegetation density and abundance of birds during the breeding season during 1986-1990 in riparian, mesquite grassland, and Chihuahuan desert-scrub communities in the NCA. The density of herbaceous vegetation increased four- to six-fold in riparian and mesquite grassland communities. Little change occurred in herbaceous vegetation in desert scrub, or in the density of shrubs or trees in any of the communities. Of 61 bird species for which sufficient data were collected, mean detections per kilometer increased for 42 species, 26 significantly, and decreased for 19 species, 8 significantly. The number of individuals of all avian species detected on surveys increased each year from 103/kilometer in 1986 to 221/kilometer in 1991, an average annual increase of 23% (p < 0.001). The largest increases occurred in riparian species, open-cup nesters, Neotropical migrants, and insectivores. Species of the Chihuahuan desert-scrub, in which vegetation changed the least, showed the smallest increases. Only a few of the species showed increasing regional trends for the same period, as demonstrated by the North American Breeding Bird Survey; thus, increases on the San Pedro Riparian NCA were likely caused by the change in local conditions, not by regional effects. Our results suggest that removing cattle from riparian areas in the southwestern United States can have profound benefits for breeding birds.",318,1,excluded,Not experimental
GNM_319,Cur.U.00C3..U.00AD.k2002717,A computational analysis of low-energy electron scattering from gaseous cyclopropane,"CurÃ­k, R. and Gianturco, F.A.","Journal of Physics B: Atomic, Molecular and Optical Physics",35,3,717-732,2002,10.1088/0953-4075/35/3/321,"Absolute elastic cross sections, integral and differential, are computed for electron-cyclopropane collisions at energies from 1.0 up to 15.0 eV, spanning the region where possible shape resonance structures were detected by earlier experiments and calculations. The present results confirm the above findings and locate a resonance of A2â€² symmetry around 6.0 eV and a broader, weaker resonance of A2â€³ symmetry around 8 eV. The calculations are further shown to be in good agreement with the existing measurements of the angular distributions of the scattered electrons at energies from 2.0 up to 10.0 eV. The presently computed cross sections also agree with earlier R-matrix calculations (Beyer T, Nestmann B M, Sarpal B K and Peyerimhoff S D 1997 J. Phys. B: At. Mol. Opt. Phys. 30 3431) and with the available integral cross section measurements. A model local exchange potential of very simple usage is shown to provide quite good accord with the exact calculations at the static-exchange level.",322,1,excluded,Out of field
GNM_322,Cooch2001377,Retrospective analysis of demographic responses to environmental change: A lesser snow goose example,"Cooch, E. and Rockwell, R.F. and Brault, S.",Ecological Monographs,71,3,377-400,2001,10.1890/0012-9615(2001)071[0377:RAODRT]2.0.CO;2,"In general, analysis of population dynamics can proceed either prospectively or retrospectively. In the case of the former, asymptotic expectations are generally derived (analytically or numerically) from analysis of the potential effects of perturbation of the elements of the life table. However, the vital rates that are indicated by prospective analysis to contribute the most to projected growth rate are not necessarily those that have contributed to observed variation in growth rate over time. We used a retrospective analysis to analyze the life table responses of a population of long-lived herbivorous geese to a systematic reduction in food abundance within the traditional breeding colony. Typical of long-lived species, adult survival rate has been shown previously in a prospective perturbation analysis to have the largest potential impact on projected growth of the population. However, despite a significant long-term increase in adult survival over the course of the study, there has been a long-term decline in growth rates of the population inhabiting the traditional sampling areas, although absolute numbers of individuals in both populations increased over time. Retrospective assessment of the relative contributions of variation in underlying vital rates (adult and juvenile survival, in situ recruitment, emigration and immigration rates into the population) to projected growth showed that the long-term dynamics of the nesting population primarily reflected the combined effects of changes in postfledging juvenile survival, while changes in the postnesting population were most influenced by variation in juvenile survival and adult fidelity rate to the traditional brood-rearing areas. Decreases in both juvenile survival and fidelity reflect systematic reductions in food abundance over the course of the study. Our results confirm previous suggestions that philopatry to the brood-rearing areas may be a significantly more plastic trait than fidelity to nesting areas.",325,1,excluded,Not empirical
GNM_323,Proctor2000460,In vivo evaluation of vena caval filters: Can function be linked to design characteristics?,"Proctor, M.C. and Cho, K.J. and Greenfield, L.J.",CardioVascular and Interventional Radiology,23,6,460-465,2000,10.1007/s002700010105,"Purpose: To compare the five vena caval filters marketed in the United States and one investigational vena caval filter and to determine whether there is an association between their design and their in vivo function. Methods: Four of each type of filter - Simon Nitinol (SN), Bird's Nest (BN), Vena Tech (VT), Greenfield stainless steel (PSGF), Greenfield titanium (TGF), and the investigational stent cone filter (NGF) - were studied for 60 days in 12 sheep. Radiographic and pathologic outcomes to be assessed included clot capture and resolution, vena caval penetration, position of the filter, thrombogenicity, and vessel wall reaction. Results: Filters differed with respect to the number of clot-trapping levels and the interdependence of the legs. All devices were successfully placed. Intentionally embolized clot was captured. One VT and two SN filters migrated in response to clot capture. Resolution of thrombus was variable, and related to the design of the device. Fibrin webbing was widely present with the VT, BN, and SN filters but limited in the others. The VT and NGF filters demonstrated the most stable filter base diameter. Conclusions: The performance of vena caval filters differs with respect to clot resolution and mechanical stability. Interdependent filter limbs and single-stage conical capture sites appear to result in more favorable performance in in vivo studies.",326,1,excluded,Out of field
GNM_325,Kaneko2000139,Musashi1: An evolutionally conserved marker for CNS progenitor cells including neural stem cells,"Kaneko, Y. and Sakakibara, S. and Imai, T. and Suzuki, A. and Nakamura, Y. and Sawamoto, K. and Ogawa, Y. and Toyama, Y. and Miyata, T. and Okano, H.",Developmental Neuroscience,22,2-Jan,139-153,2000,10.1159/000017435,"In situ detection of neural progenitor cells including stem-like cells is essential for studying the basic mechanisms of the generation of cellular diversity in the CNS, upon which therapeutic treatments for CNS injuries, degenerative diseases, and brain tumors may be based. We have generated rat monoclonal antibodies (Mab 14H1 and 14B8) that recognize an RNA-binding protein Musashi1, but not a Musashi1-related protein, Musashi2. The amino acid sequences at the epitope sites of these anti-Musashi1 Mabs are remarkably conserved among the human, mouse, and Xenopus proteins. Spatiotemporal patterns of Musashi1 immunoreactivity in the developing and/or adult CNS tissues of frogs, birds, rodents, and humans indicated that our anti-Musashi1 Mabs reacted with undifferentiated, proliferative cells in the CNS of all the vertebrates tested. Double or triple immunostaining of embryonic mouse brain cells in monolayer cultures demonstrated strong Musashi1 expression in Nestin(+)/RC2(+) cells. The relative number of Musashi1(+)/Nestin(+)/RC2(+) cells increased fivefold when embryonic forebrain cells were cultured to form 'neurospheres' in which stem-like cells are known to be enriched through their self-renewing mode of growth. Nestin(+)/RC2(-) cells, which included TÎ±1-GFP(+) neuronal progenitor cells and GLAST(+) astroglial precursor cells, were also Musashi1(+), as were GFAP(+) astrocytes. Young neurons showed a trace of Musashi1 expression. Cells committed to the oligodendroglial lineage were Musashi(-). Musashi1 was localized to the perikarya of CNS stem-like cells and non-oligodendroglial progenitor cells without shifting to cell processes or endfeet, and is therefore advantageous for identifying each cell and counting cells in situ. Copyright (C) 2000 S. Karger AG, Basel.",328,1,excluded,Not birds
GNM_328,Riters1999276,Lesions to the medial preoptic area affect singing in the male European starling (Sturnus vulgaris),"Riters, L.V. and Ball, G.F.",Hormones and Behavior,36,3,276-286,1999,10.1006/hbeh.1999.1549,"The aromatization of testosterone (T) in the medial preoptic nucleus (POM) is known to regulate male courtship and sexual behaviors expressed prior to, and in anticipation of, copulation. Singing in male European starlings is used to attract mates prior to physical sexual contact, suggesting that the POM might be involved. The present study was performed to examine the effects of lesions targeting the POM on singing and courtship behavior in reproductively active male starlings. A significant decrease in song output and the gathering of green nest materials was observed in males with lesions to the POM compared to males with damage to brain areas outside of the POM. Lesions did not affect a male's tendency to remain near a female or to occupy a nestbox, suggesting that the effects of POM lesions were specific to courtship behaviors. Behavioral differences were not related to testis mass or volume, and GnRH immunoreactivity was observed within the hypothalamus and median eminence for each male, suggesting that the effects of POM lesions were related specifically to POM involvement in song expression rather than to a disruption of the GnRH axis. These results suggest a general role for the POM in the expression of behaviors related to sexual arousal or anticipation, including song.",332,1,selected,
GNM_333,Kopietz19977232,Crossover between Luttinger and Fermi-liquid behavior in weakly coupled metallic chains,"Kopietz, P. and Meden, V. and SchÃ¶nhammer, K.",Physical Review B - Condensed Matter and Materials Physics,56,12,7232-7244,1997,10.1103/PhysRevB.56.7232,"We use higher-dimensional bosonization to study the normal state of electrons in weakly coupled metallic chains interacting with long-range Coulomb forces. Particular attention is paid to the crossover between Luttinger and Fermi-liquid behavior as the interchain hopping (Formula presented) is varied. Although in the physically interesting case of finite but small (Formula presented) the quasiparticle residue does not vanish, the single-particle Greenâ€™s function exhibits the signature of Luttinger-liquid behavior (i.e., anomalous scaling and spin-charge separation) in a large intermediate parameter regime. Using realistic parameters, we find that the scaling behavior in this regime is characterized by an anomalous dimension of the order of unity, as suggested by recent experiments on quasi-one-dimensional conductors. Our calculation also gives insights into the approximations inherent in higher-dimensional bosonization; in particular, we show that the replacement of a curved Fermi surface by a finite number (Formula presented) of flat patches can give rise to unphysical nesting singularities in the single-particle Greenâ€™s function, which disappear only in the limit (Formula presented) or if curvature effects are included. We also compare our approach with other methods. This work extends our recent letter [Phys. Rev. Lett. 74, 2997 (1995)]. Â© 1997 The American Physical Society.",337,1,excluded,Out of field
GNM_334,Yauk199612137,Multilocus DNA fingerprinting reveals high rate of heritable genetic mutation in herring gulls nesting in an industrialized urban site,"Yauk, C.L. and Quinn, J.S.",Proceedings of the National Academy of Sciences of the United States of America,93,22,12137-12141,1996,10.1073/pnas.93.22.12137,"Genotoxins, such as polycyclic aromatic compounds, are ubiquitous in urban and industrial environments. Our understanding of the role that these chemicals play in generating DNA sequence mutations is predominantly derived from laboratory studies with specific genotoxins or extracts of contaminants from environmental media. Most assays are not indicative of the germinal effects of exposure in situ to complex mixtures of common environmental mutagens. Using multilocus DNA fingerprinting, we found the mutation rate in herring gulls inhabiting a heavily industrialized urban harbor (Hamilton Harbour, Ontario) to be more than twice as high as three rural sites: Kent Island, Bay of Fundy; Chantry Island, Lake Huron; and Presqu'ile Provincial Park in Lake Ontario. Overall we found a mutation rate of 0.017 Â± 0.004 per offspring band in Hamilton, 0.006 Â± 0.002 at Kent Island, 0.002 Â± 0.002 from Chantry Island, and 0.004 Â± 0.002 from Presqu'ile Provincial Park. The mutation rate from the rural sites (pooled) was significantly lower than the rate observed in Hamilton Harbour (Fisher's exact test, two-tailed; P = 0.0006). These minisatellite DNA mutations may be important biomarkers for heritable genetic changes resulting from in situ exposure to environmental genotoxins in a free-living vertebrate species.",338,1,excluded,Not experimental
