"","paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","experiment_ID_coded","group_ID","group_ID_coded","repeated_trait_ID","repeated_trait_ID_coded","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","sd_experiment","type_measure_dispersion_experiment","n_experiment","effective_n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","sd_control","type_measure_dispersion_control","n_control","effective_n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned","population_ID","geary_control","geary_trt","geary_test","count","SMDH","SMDH_variance","SMDH_sign","lnRR","lnRR_variance","lnRR_sign"
"158","GNM_028","included",NA,"mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","158",1,"GNM_028_1",1,"GNM_028_1",6,"GNM_028_6","Sturnus unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed",NA,1,1,"both",4.62777779999999,"mean",0.8061241,0.8061241,"SD",11,11,4.44722219999999,NA,0.944316799999999,0.944316799999999,NA,11,11,"Clutch-size old females (first clutches)","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 2a (first clutches",NA,"b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1,"clutch_size","Madrid Province, Spain",15.2724115338438,18.6168885392432,"pass",72,0.197830991108519,0.18270766138734,0.197830991108519,0.0397971195288711,0.00685733534354951,0.0397971195288711
"159","GNM_028","included",NA,"mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","159",1,"GNM_028_1",1,"GNM_028_1",4,"GNM_028_4","Sturnus unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed",NA,1,1,"both",4.46805559999999,"mean",0.908103899999999,0.908103899999999,"SD",19,19,4.40555559999999,NA,0.601286199999999,0.601286199999999,NA,17,17,"Clutch-size young females (second clutches)","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 2b (second clutches)",NA,"b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; I coded the second clutch as a different trai, even though I would not consider that the magnitude of different between clutch size between first clutches and second clutches differ to a smaller extent that they do differ from sex ratio (worth rethinking it)","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1,"clutch_size","Madrid Province, Spain",29.7717067596466,21.1681398242828,"pass",72,0.0784537797307706,0.111540594408495,0.0784537797307706,0.0140869443431711,0.00326985590458595,0.0140869443431711
"160","GNM_028","included",NA,"mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","160",1,"GNM_028_1",1,"GNM_028_1",5,"GNM_028_5","Sturnus unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed",NA,1,1,"both",4.5583333,"mean",0.7083333,0.7083333,"SD",9,9,4.4958333,"mean",1.0546414,1.0546414,"SD",6,6,"Clutch-size middle aged females (second clutches)","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 2b (second clutches)",NA,"b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; I coded the second clutch as a different trai, even though I would not consider that the magnitude of different between clutch size between first clutches and second clutches differ to a smaller extent that they do differ from sex ratio (worth rethinking it)","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1,"clutch_size","Madrid Province, Spain",10.0242581520776,18.7841024954045,"pass",72,0.0685265072802717,0.277934307184446,0.0685265072802717,0.01380601782545,0.0118544494358891,0.01380601782545
"161","GNM_028","included",NA,"mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","161",1,"GNM_028_1",1,"GNM_028_1",6,"GNM_028_6","Sturnus unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed",NA,1,1,"both",4.00277779999999,"mean",1.0886621,1.0886621,"SD",6,6,5.15555559999999,"mean",1.00361039999999,1.00361039999999,"SD",6,6,"Clutch-size old females (second clutches)","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 2b (second clutches)",NA,"b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; I coded the second clutch as a different trai, even though I would not consider that the magnitude of different between clutch size between first clutches and second clutches differ to a smaller extent that they do differ from sex ratio (worth rethinking it)","JMGS","SD, I have changed the sample size to 20 for experiment and 20 for control. We have decided to use the nest as the unit of measurement and not individuals.","no","yes","no",1,1,"clutch_size","Madrid Province, Spain",12.0797286856798,8.64600011076952,"pass",72,-1.01596982683979,0.376341445377036,-1.01596982683979,-0.253086320415614,0.0186443459420514,-0.253086320415614
"162","GNM_121","included",NA,"t-test","Mennerat A; Mirleau P; Blondel J; Perret P; Lambrechts MM; Heeb P",2009,"Quercus_ilex_forest_Corsica","162",1,"GNM_121_1",1,"GNM_121_1",1,"GNM_121_1","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss",1,1,1,"both",NA,NA,NA,NA,NA,20,20,NA,"mean",NA,NA,NA,20,20,"clutch-size","Reproduction","SMDH only",NA,1,"t-test","t-statistics",0.61,0.55,1,NA,40,"text, page 2",NA,"c","JS/SD/TR",NA,"JMGS","I suggested to exclude the line as we have already talked and agreed (because females are the ones adding, so it could only work as an evidence for Courtship hypothesis, in case  the GNM would be added by the coursing sex. SD_ I have changed it to included as suggested by TR","no","yes","no",1,1,"clutch_size","Corsica, France",NA,NA,NA,72,0.192898937270271,0.100465125,0.192898937270271,NA,NA,NA
"163","GNM_121","included",NA,"mean and variance","Mennerat A; Mirleau P; Blondel J; Perret P; Lambrechts M M; Heeb P",2009,"Quercus_ilex_forest_Corsica","163",1,"GNM_121_1",1,"GNM_121_1",2,"GNM_121_2","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss",1,0,1,"PCH",20.34615,"mean",3.59733599999999,3.59733599999999,"SD",20,20,23.23077,"mean",7.19467299999999,7.19467299999999,"SD",20,20,"bacterial_richness_adults","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Micro-organism","c","JS/SD/TR",NA,"JMGS","SD, I have changed the sample size to 20 for experiment and 20 for control. We have decided to use the nest as the unit of measurement and not individuals.","no","yes","no",1,1,"bacterial_richness","Corsica, France",14.2617398794606,24.9816548637802,"pass",90,-0.497064276849498,0.103088411191499,0.497064276849498,-0.132585988225032,0.00635887329466846,0.132585988225032
"164","GNM_121","included",NA,"mean and variance","Mennerat A; Mirleau P; Blondel J; Perret P; Lambrechts MM; Heeb P",2009,"Quercus_ilex_forest_Corsica","164",1,"GNM_121_1",1,"GNM_121_1",3,"GNM_121_3","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss",1,0,1,"PCH",17.4615399999999,"mean",6.260612,6.260612,"SD",20,20,20.80769,"mean",6.057692,6.057692,"SD",20,20,"bacterial_richness_nestlings","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Micro-organism","c","JS/SD/TR",NA,"JMGS","SD, I have changed the sample size to 20 for experiment and 20 for control. We have decided to use the nest as the unit of measurement and not individuals.","no","yes","no",1,1,"bacterial_richness","Corsica, France",15.1717838524354,12.3192911631592,"pass",90,-0.532403086479821,0.103543163081166,0.532403086479821,-0.17532188179368,0.010665209671858,0.17532188179368
"165","GNM_123","included",NA,"mean and variance","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","165",1,"GNM_123_1",1,"GNM_123_1",1,"GNM_123_1","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss",1,1,1,"both",0.082333,"mean",0.1144035,0.1144035,"SD",20,20,-0.18255814,"mean",0.1040032,0.1040032,"SD",20,20,"chick body mass gain (enlarged brood)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Micro-organism","c","TR",NA,"JMGS","As decided by the group (JS,SD,TR) I extracted the data for enlarged broods","no","yes","no",1,1,"chick_mass","Corsica, France",-7.75308358766403,3.17873698466538,"fail",70,2.37473214729529,0.170491909642471,2.37473214729529,NA,NA,NA
"166","GNM_123","included",NA,"mean and variance","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","166",1,"GNM_123_1",1,"GNM_123_1",2,"GNM_123_2","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss",1,1,1,"both",0.12093023,"mean",0.1248038,0.1248038,"SD",20,20,0.12093023,"mean",0.1040032,0.1040032,"SD",20,20,"chick body mass gain (non enlarged brood)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Micro-organism","c","TR","Bsed on sample size and the text. I am making the assumption that this data is for 2006.","JMGS","I added 1 to NPH as well","no","yes","no",1,1,"chick_mass","Corsica, France",5.13580047137551,4.27983509784607,"pass",70,0,0.1,0,0,0.0902367224559348,0
"167","GNM_123","included",NA,"score(1-3)","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","167",2,"GNM_123_2",1,"GNM_123_1",3,"GNM_123_3","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss",1,1,1,"both",0.03367089,"mean",0.0996323999999999,0.0996323999999999,"SD",20,20,0.02556962,"mean",0.1086899,0.1086899,"SD",20,20,"chick feather development (2006)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 2","Micro-organism","c","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1,"chick_feather_development","Corsica, France",1.03909451086731,1.49270493946449,"fail",70,0.0761574228899129,0.100072499413265,0.0761574228899129,0.275228737822831,1.34122720970721,0.275228737822831
"168","GNM_123","included",NA,"score(1-3)","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","168",3,"GNM_123_3",2,"GNM_123_2",4,"GNM_123_4","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss",1,1,1,"both",0.0184810099999999,"mean",0.1222761,0.1222761,"SD",20,20,0.07772152,"mean",0.1177474,0.1177474,"SD",20,20,"chick feather development (2007)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 2","Micro-organism","c","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1,"chick_feather_development","Corsica, France",2.91547905170777,0.667581187211858,"fail",70,-0.483718535946218,0.102924795275224,-0.483718535946218,-1.43638846330375,2.30353809329236,-1.43638846330375
"169","GNM_123","included",NA,"percentage","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","169",1,"GNM_123_1",2,"GNM_123_2",6,"GNM_123_6","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss",1,0,1,"PCH",51.12413793,"mean",2.01731509999999,2.01731509999999,"SD",40,40,50.7362068999999,"mean",2.01731509999999,2.01731509999999,"SD",40,40,"heamatocrit percent","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 3","Micro-organism","c","TR","percantage values given","JMGS","I added 1 to NPH as well","no","yes","no",1,1,"hemoglobin_measure","Corsica, France",158.076881141451,159.285543181191,"pass",40,0.190444675067283,0.0502266823391343,0.190444675067283,0.00761695645598754,7.84487607942227e-05,0.00761695645598754
"170","GNM_128","included",NA,"mean and variance","Mennerat A; Perret P; Caro P S; Heeb P; Lambrechts M M",2008,"Muro_valley_Corsica","170",1,"GNM_128_1",1,"GNM_128_1",1,"GNM_128_1","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss",1,0,1,"PCH",64,"mean",36.29,36.29,"SD",21,21,55.67,"mean",31.11,31.11,"SD",21,21,"no of blowflies","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Page 3","Arthropod","c","TR",NA,"JMGS","ok","no","yes","no",1,1,"blowflies_number","Corsica, France",8.10384671878083,7.98661985511568,"pass",90,0.241799244190542,0.0959341294582276,-0.241799244190542,0.139441681164255,0.0301816228723735,-0.139441681164255
"171","GNM_128","included",NA,"mean and variance","Mennerat A; Perret P; Caro P S; Heeb P; Lambrechts M M",2008,"Muro_valley_Corsica","171",1,"GNM_128_1",1,"GNM_128_1",2,"GNM_128_2","Cyanistes caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss",1,1,1,"both",6.51,"mean",1.2,1.2,"SD",21,21,6.24,"mean",1.23,1.23,"SD",21,21,"broodsize","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Page 4",NA,"c","TR",NA,"JMGS","ok","no","yes","no",1,1,"number_of_nestling","Corsica, France",22.9746807868776,24.5679969904868,"pass",72,0.218008318774956,0.0958039003220843,0.218008318774956,0.0423592738391414,0.00346822315828403,0.0423592738391414
"172","GNM_143","included",NA,"mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","172",1,"GNM_143_1",1,"GNM_143_1",1,"GNM_143_1","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,1,1,"both",68.98462,"mean",3.769231,3.769231,"SD",25,25,68.1769199999999,"mean",3.84387599999999,3.84387599999999,"SD",26,26,"fledgling mass(1995)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 6",NA,"a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1,"fledgeling_mass","Lake Ammersee, Germany",89.5774555918039,90.6041629716991,"pass",70,0.208867652974502,0.078889241368,0.208867652974502,0.011777490049593,0.00024167732548605,0.011777490049593
"173","GNM_143","included",NA,"mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","173",2,"GNM_143_2",2,"GNM_143_2",2,"GNM_143_2","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,1,1,"both",70.0076899999999,"mean",4.738462,4.738462,"SD",16,16,65.8076899999999,"mean",4.796541,4.796541,"SD",15,15,"fledgling mass(1996)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 6",NA,"a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1,"fledgeling_mass","Lake Ammersee, Germany",52.2655506293034,58.1882042024476,"pass",70,0.858113710032105,0.141043426978684,0.858113710032105,0.0618683923548635,0.00064049767377766,0.0618683923548635
"174","GNM_143","included",NA,"mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","174",3,"GNM_143_3",3,"GNM_143_3",3,"GNM_143_3","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,1,1,"both",70.33077,"mean",4.47668499999999,4.47668499999999,"SD",27,27,68.7692299999999,"mean",2.90170299999999,2.90170299999999,"SD",24,24,"fledgling mass(1997)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 6",NA,"a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1,"fledgeling_mass","Lake Ammersee, Germany",114.906956692868,80.8849972979637,"pass",70,0.4025736017704,0.0802925812021585,0.4025736017704,0.0224529921198797,0.000224241131169738,0.0224529921198797
"175","GNM_143","included",NA,"mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","175",4,"GNM_143_4",4,"GNM_143_4",4,"GNM_143_4","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,1,1,"both",69.6846199999999,"mean",6.091997,6.091997,"SD",8,8,67.74615,"mean",4.849742,4.849742,"SD",12,12,"fledgling mass(1998)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 6",NA,"a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1,"fledgeling_mass","Lake Ammersee, Germany",47.4025564888224,31.3731616540479,"pass",70,0.345878233652704,0.211324127146201,0.345878233652704,0.0282120018693236,0.00138239251468878,0.0282120018693236
"176","GNM_143","included",NA,"mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","176",5,"GNM_143_5",5,"GNM_143_5",5,"GNM_143_5","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,1,1,"both",71.08462,"mean",4.334532,4.334532,"SD",20,20,70.86923,"mean",4.34955599999999,4.34955599999999,"SD",29,29,"fledgling mass(2001)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 6",NA,"a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1,"fledgeling_mass","Lake Ammersee, Germany",86.9929210563135,72.4358229545193,"pass",70,0.0487929093414896,0.0845070519676489,0.0487929093414896,0.00303465056137218,0.000315800378661022,0.00303465056137218
"177","GNM_143","included",NA,"log","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11E)","177",5,"GNM_143_5",5,"GNM_143_5",6,"GNM_143_6","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,0,1,"PCH",367.5676,"mean",396.330899999999,396.330899999999,"SD",21,21,313.5135,"mean",374.4975,374.4975,"SD",12,12,"bacterial increase(week1)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 5","Micro-organism","a","TR","I assume that this data is from 2001, hence experiment ID is 5 for all. I cannot be certain but just logically made sense that the full experiment was carried out in this latest year and the other data is from previous years.","JMGS","I added 1 to NPH as well; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its worth or not make such assumptions, or marking it as NA.","no","yes","no",1,1,"bacterial_increase","Lake Ammersee, Germany",2.84081599097564,4.20000006236955,"fail",90,0.135659015485462,0.131231219868782,-0.135659015485462,0.159064825968427,0.174269412454489,-0.159064825968427
"178","GNM_143","included",NA,"log","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","178",5,"GNM_143_5",5,"GNM_143_5",6,"GNM_143_6","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,0,1,"PCH",-145.945899999999,"mean",481.505999999999,481.505999999999,"SD",15,15,270.2703,"mean",581.175399999999,581.175399999999,"SD",10,10,"bacterial increase(week2)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 5","Micro-organism","a","TR",NA,"JMGS","I added 1 to NPH as well; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its worth or not make such assumptions, or marking it as NA.","no","yes","no",1,1,"bacterial_increase","Lake Ammersee, Germany",1.43472027322562,-1.15466829410277,"fail",90,-0.769871232050509,0.178520700945446,0.769871232050509,NA,NA,NA
"179","GNM_143","included",NA,"log","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","179",5,"GNM_143_5",5,"GNM_143_5",7,"GNM_143_7","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,0,1,"PCH",861.111099999999,"mean",701.079399999999,701.079399999999,"SD",13,13,708.3333,"mean",434.791,434.791,"SD",20,20,"bacteria load (May)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 4, text page 3","Micro-organism","a","TR","In May","JMGS","I added 1 to NPH as well; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its worth or not make such assumptions, or marking it as NA.","no","yes","no",1,1,"bacterial_load","Lake Ammersee, Germany",7.19576678473617,4.34501351196515,"pass",90,0.269382904939516,0.128022579187829,-0.269382904939516,0.195308786476363,0.0698274630359364,-0.195308786476363
"180","GNM_143","included",NA,NA,"Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","180",5,"GNM_143_5",6,"GNM_143_6",7,"GNM_143_7","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,0,1,"PCH",1305.55559999999,"mean",486.110999999999,486.110999999999,"SD",25,25,1833.3333,"mean",977.169899999999,977.169899999999,"SD",22,22,"bacteria load (June)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 4, text page 3","Micro-organism","a","TR","In June","JMGS","I added 1 to NPH as well; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its worth or not make such assumptions, or marking it as NA.","no","yes","no",1,1,"bacterial_load","Lake Ammersee, Germany",8.70112388219643,13.2956187674285,"pass",90,-0.686350619568814,0.0904660047415933,0.686350619568814,-0.339507088092004,0.0184587150763104,0.339507088092004
"181","GNM_143","included",NA,NA,"Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","181",5,"GNM_143_5",5,"GNM_143_5",8,"GNM_143_8","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,0,1,"PCH",1.42436999999999,"mean",0.4849198,0.4849198,"SD",43,43,1.367227,"mean",0.4950315,0.4950315,"SD",41,41,"mite load (May)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 3, text page 3","Arthropod","a","TR",NA,"JMGS","I added the mite species; ; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its worth or not make such assumptions, or marking it as NA.","no","yes","no",1,1,"mites","Lake Ammersee, Germany",17.5776018667279,19.1500305974905,"pass",90,0.115576606381596,0.0477255694746339,-0.115576606381596,0.0409450096849842,0.00589284206615266,-0.0409450096849842
"182","GNM_143","included",NA,NA,"Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","182",5,"GNM_143_5",6,"GNM_143_6",8,"GNM_143_8","Sturnus vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)",1,0,1,"PCH",1.64958,"mean",0.515854099999999,0.515854099999999,"SD",23,23,1.669748,"mean",0.462108499999999,0.462108499999999,"SD",21,21,"mite load(June)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 3, text page 3","Arthropod","a","TR","mite load score","JMGS","I added the mite species; ; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its","no","yes","no",1,1,"mites","Lake Ammersee, Germany",16.3635294595278,15.1710378755196,"pass",90,-0.0403371275179388,0.0911157980778901,0.0403371275179388,-0.0121520067830407,0.00789912238245976,0.0121520067830407
"183","GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","183",1,"GNM_355_1",3,"GNM_355_3",7,"GNM_355_7","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",2,0,1,"PCH",4.861111,"mean",0.982092799999999,0.982092799999999,"SD",2,1,4.166667,"mean",0.785674199999999,0.785674199999999,"SD",2,1,"blood haemoglobin (Day1)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure","SWRC_Philadelphia",6.66666721118689,6.22222177365728,"pass",40,NA,NA,NA,0.154150576970118,0.0763718821629163,0.154150576970118
