"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","experiment_ID","group_ID","repeated_trait_ID","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","type_measure_dispersion_experiment","n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","type_measure_dispersion_control","n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control"
"GNM_023","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2009,"Madrid_province_Central_Spain","1","1","1","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia,Geranium_robertianum and Lamium_purpureum, Fraxinus_angustifolia, Quercus_pyrenaica","Male add GNM which is not removed","NA","1","0",0.4883212,"mean",0.6658159,"SD",18,0.3350365,"mean",0.2477454,"SD",18,"Testosterone levels 2004","physiology","senstivity-analysis","Authors say:  ""As females are expected to increase their ability in intra-sexual competition for the preferred males in relation to their level of testosterone (Searcy 1988), we predict that females should increase their levels of circulating androgens when receiving high amounts of green plants into their nests.... We predict that the greenery should increase the amount of nesting interferences caused by the increase in aggressiveness between females during nest construction, laying and incubation, leading to an increase in female androgen levels."" Therefore, we expect a positive relationship between testosterone and GNM. Females were measured when they started laying (second or third egg) and this measurement would then imply that the testosterone levels are increased due to mate competition so we give it a positive sign.  One measure of testosterone was taken for each female and the levels of testosterone could change considerably within the duration of a day or a few days. Therefore, for consistency with other physiological measuresn like blood glucose levels, we will test this only in a sensitivity analysis.",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","b","TR","Notice that in the control group the green nest material was not removed by the researchers, given that females usually do that","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_023","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2010,"Madrid_province_Central_Spain","2","2","2","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia,Geranium_robertianum and Lamium_purpureum, Fraxinus_angustifolia, Quercus_pyrenaica","Male add GNM which is not removed","NA","1","0",0.769343099999999,"mean",0.6131387,"SD",9,0.338686099999999,"mean",0.2178805,"SD",11,"Testosterone levels 2005","physiology","senstivity-analysis","Authors say:  ""As females are expected to increase their ability in intra-sexual competition for the preferred males in relation to their level of testosterone (Searcy 1988), we predict that females should increase their levels of circulating androgens when receiving high amounts of green plants into their nests.... We predict that the greenery should increase the amount of nesting interferences caused by the increase in aggressiveness between females during nest construction, laying and incubation, leading to an increase in female androgen levels."" Therefore, we expect a positive relationship between testosterone and GNM. Females were measured when they started laying (second or third egg) and this measurement would then imply that the testosterone levels are increased due to mate competition so we give it a positive sign.  One measure of testosterone was taken for each female and the levels of testosterone could change considerably within the duration of a day or a few days. Therefore, for consistency with other physiological measuresn like blood glucose levels, we will test this only in a sensitivity analysis.",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","b","TR","Notice that in the control group the green nest material was not removed by the researchers, given that females usually do that","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_023","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2011,"Madrid_province_Central_Spain","3","3","3","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia,Geranium_robertianum and Lamium_purpureum, Fraxinus_angustifolia, Quercus_pyrenaica","Male add GNM which is not removed","NA","1","0",0.5540146,"mean",0.2420894,"SD",11,0.364233599999999,"mean",0.1452536,"SD",11,"Testosterone levels 2006","physiology","senstivity-analysis","Authors say:  ""As females are expected to increase their ability in intra-sexual competition for the preferred males in relation to their level of testosterone (Searcy 1988), we predict that females should increase their levels of circulating androgens when receiving high amounts of green plants into their nests.... We predict that the greenery should increase the amount of nesting interferences caused by the increase in aggressiveness between females during nest construction, laying and incubation, leading to an increase in female androgen levels."" Therefore, we expect a positive relationship between testosterone and GNM. Females were measured when they started laying (second or third egg) and this measurement would then imply that the testosterone levels are increased due to mate competition so we give it a positive sign.  One measure of testosterone was taken for each female and the levels of testosterone could change considerably within the duration of a day or a few days. Therefore, for consistency with other physiological measuresn like blood glucose levels, we will test this only in a sensitivity analysis.",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","b","TR","Notice that in the control group the green nest material was not removed by the researchers, given that females usually do that","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","males/total off spring, check the proxy","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","1","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","0",0.5134969,"mean",0.2711712,"SD",67,0.414110399999999,"mean",0.2731874,"SD",68,"Sex ratio offspring  young females","reproduction","senstivity-analysis","We will only analyze this in a sensitivity analysis. Sex ratio theory in higher vertebrates is highly controversial and the prior assumption that the parents can manipulate the sex ratio in offspring is not supported with evidence. For more details see Krackow 2002 - https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1439-0310.2002.00843.x. For sensitivity analysis, I have assigned a positive sign to the expected direction, because the authors expect that females would invest more into male function when green nest material is added to gain fitness.",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","males/total off spring","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","2","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","0",0.619018399999999,"mean",0.288338299999999,"SD",23,0.4840491,"mean",0.2630693,"SD",17,"Sex ratio offspring  middle aged females","reproduction","senstivity-analysis","We will only analyze this in a sensitivity analysis. Sex ratio theory in higher vertebrates is highly controversial and the prior assumption that the parents can manipulate the sex ratio in offspring is not supported with evidence. For more details see Krackow 2002 - https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1439-0310.2002.00843.x. For sensitivity analysis, I have assigned a positive sign to the expected direction, because the authors expect that females would invest more into male function when green nest material is added to gain fitness.",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","males/total off spring","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","3","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","0",0.3319018,"mean",0.2175381,"SD",17,0.501226999999999,"mean",0.2731874,"SD",17,"Sex ratio offspring  old females","reproduction","senstivity-analysis","We will only analyze this in a sensitivity analysis. Sex ratio theory in higher vertebrates is highly controversial and the prior assumption that the parents can manipulate the sex ratio in offspring is not supported with evidence. For more details see Krackow 2002 - https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1439-0310.2002.00843.x. For sensitivity analysis, I have assigned a positive sign to the expected direction, because the authors expect that females would invest more into male function when green nest material is added to gain fitness.",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","4","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","1",4.71805559999999,"mean",0.7698004,"SD",48,4.5861111,"NA",0.785674199999999,"NA",50,"Clutch-size young females (first clutches)","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2a (first clutches","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","5","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","1",4.9263889,"mean",0.8054957,"SD",14,4.8083333,"NA",0.6218671,"NA",11,"Clutch-size middle aged females (first clutches)","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2a (first clutches","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","6","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","1",4.62777779999999,"mean",0.8061241,"SD",11,4.44722219999999,"NA",0.944316799999999,"NA",11,"Clutch-size old females (first clutches)","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2a (first clutches","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","4","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","1",4.46805559999999,"mean",0.908103899999999,"SD",19,4.40555559999999,"NA",0.601286199999999,"NA",17,"Clutch-size young females (second clutches)","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2b (second clutches)","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; I coded the second clutch as a different trai, even though I would not consider that the magnitude of different between clutch size between first clutches and second clutches differ to a smaller extent that they do differ from sex ratio (worth rethinking it)","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","5","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","1",4.5583333,"mean",0.7083333,"SD",9,4.4958333,"mean",1.0546414,"SD",6,"Clutch-size middle aged females (second clutches)","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2b (second clutches)","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; I coded the second clutch as a different trai, even though I would not consider that the magnitude of different between clutch size between first clutches and second clutches differ to a smaller extent that they do differ from sex ratio (worth rethinking it)","JMGS","I extracted the data, that TR was not sure if we should extract or not; Notice that part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; Also authors expected old femles to invest less in the more costly sex (i.e., males), think if wee need to treat the old females differently, but in principle not","no","yes","no",1,1
"GNM_028","included","NA","mean and variance","Polo V; Lopez-Rull I; Gil D; Veiga J P",2007,"Villalba_and_Manzanares_Central_Spain","1","1","6","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","Male add GNM which is not removed","NA","1","1",4.00277779999999,"mean",1.0886621,"SD",6,5.15555559999999,"mean",1.00361039999999,"SD",6,"Clutch-size old females (second clutches)","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2b (second clutches)","NA","b","TR","notice tha part of the data for experimental design was extracted from Polo et al 2004 (as refered by the authors); In the control group the green nest material was not removed by the researchers, given that females usually do that; I coded the second clutch as a different trai, even though I would not consider that the magnitude of different between clutch size between first clutches and second clutches differ to a smaller extent that they do differ from sex ratio (worth rethinking it)","JMGS","SD, I have changed the sample size to 20 for experiment and 20 for control. We have decided to use the nest as the unit of measurement and not individuals.","no","yes","no",1,1
"GNM_070","excluded","No fitness proxy measured","mean and variance, check the proxy","Rubalcaba J G; Veiga J P; Polo V",2016,"Manzares_el _real_Madrid_Central_Spain","1","1","1","Sturnus_unicolor","Lavandula_stoechas, Santolina_rosmarinifolia, Geranium_robertianum, Lamium_purpureum","NA","2","1","1",1055,"mean",922.5,"SE",9,395,"mean",450,"SE",16,"dispersal distance (meters)","behaviour","exclude","We decided to exclude the dispersal distance as a fitness proxy as it is often shaped by environmental factors, competition, or habitat availability rather than being an adaptive response directly linked to fitness benefits. We decided to instead use something like recruitment rate instead but then realised that the recruitment rate from this dataset are already reported in GNM_016. We matched the data and it matched 100% so it is the same data. We decided to exclude this",NA,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","b","TR","pooled data provided on dispersal distance, try to ask data on recruits (recruits are a good measure of fitness proxy)","JMGS","I extracted the data separatly for males and females from figure 1; I also extracted the data regarding ""sex_bird_adding_gnm""; time adding_gnm; I corrected the species extracted; and asked questions about the data in the cels ""treatment plant"" ""control plant"" and ""comparison type"".. SD: after discussion we decided to exclude dispersal distance as a proxy of fitness. Dispersal distance of males and females can be shaped by environmental factors, competition, or habitat availability rather than being an adaptive response directly linked to fitness benefits. We tried to estimate recruitment rate instead but realised that data is already presented in GNM_016. To ensure it was the same estimates, we matched the numbers and found it to be so.","no","yes","no",1,1
"GNM_121","included","NA","t-test","Mennerat A; Mirleau P; Blondel J; Perret P; Lambrechts MM; Heeb P",2009,"Quercus_ilex_forest_Corsica","1","1","1","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss","1","1","1",NA,"NA",NA,"NA",20,NA,"mean",NA,"NA",20,"clutch-size","reproduction","SMDH only","NA",1,"t-test","t-statistics",0.61,0.55,1,NA,40,"text, page 2","NA","c","JS/SD/TR",NA,"JMGS","I suggested to exclude the line as we have already talked and agreed (because females are the ones adding, so it could only work as an evidence for Courtship hypothesis, in case  the GNM would be added by the coursing sex. SD_ I have changed it to included as suggested by TR","no","yes","no",1,1
"GNM_121","included","NA","mean and variance","Mennerat A; Mirleau P; Blondel J; Perret P; Lambrechts M M; Heeb P",2009,"Quercus_ilex_forest_Corsica","1","1","2","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss","1","0","1",20.34615,"mean",3.59733599999999,"SD",20,23.23077,"mean",7.19467299999999,"SD",20,"bacterial_richness_adults","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","microoragnism","c","JS/SD/TR",NA,"JMGS","SD, I have changed the sample size to 20 for experiment and 20 for control. We have decided to use the nest as the unit of measurement and not individuals.","no","yes","no",1,1
"GNM_121","included","NA","mean and variance","Mennerat A; Mirleau P; Blondel J; Perret P; Lambrechts MM; Heeb P",2009,"Quercus_ilex_forest_Corsica","1","1","3","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss","1","0","1",17.4615399999999,"mean",6.260612,"SD",20,20.80769,"mean",6.057692,"SD",20,"bacterial_richness_nestlings","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","microoragnism","c","JS/SD/TR",NA,"JMGS","SD, I have changed the sample size to 20 for experiment and 20 for control. We have decided to use the nest as the unit of measurement and not individuals.","no","yes","no",1,1
"GNM_123","included","NA","mean and variance","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","1","1","1","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss","1","1","1",0.082333,"mean",0.1144035,"SD",20,-0.18255814,"mean",0.1040032,"SD",20,"chick body mass gain (enlarged brood)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","c","TR",NA,"JMGS","As decided by the group (JS,SD,TR) I extracted the data for enlarged broods","no","yes","no",1,1
"GNM_123","included","NA","mean and variance","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","1","1","2","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss","1","1","1",0.12093023,"mean",0.1248038,"SD",20,0.12093023,"mean",0.1040032,"SD",20,"chick body mass gain (non enlarged brood)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","NA","c","TR","Bsed on sample size and the text. I am making the assumption that this data is for 2006.","JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_123","included","NA","score(1-3)","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","2","1","3","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss","1","1","1",0.03367089,"mean",0.0996323999999999,"SD",20,0.02556962,"mean",0.1086899,"SD",20,"chick feather development (2006)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_123","included","NA","score(1-3)","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","3","2","4","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss","1","1","1",0.0184810099999999,"mean",0.1222761,"SD",20,0.07772152,"mean",0.1177474,"SD",20,"chick feather development (2007)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_123","included","NA","percentage","Mennerat A; Perret P; Bourgault P; Blondel J; Gimenez O; Thomas D W; Heeb P; Lambrechts M M",2009,"Quercus_ilex_forest_Corsica","1","2","6","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum, Calamintha_nepeta, A_ligustica, Pulicaria_odora","moss","1","0","1",51.12413793,"mean",2.01731509999999,"SD",40,50.7362068999999,"mean",2.01731509999999,"SD",40,"heamatocrit percent","physiology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 3","NA","c","TR","percantage values given","JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_128","included","NA","mean and variance","Mennerat A; Perret P; Caro P S; Heeb P; Lambrechts M M",2008,"Muro_valley_Corsica","1","1","1","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss","1","0","1",64,"mean",36.29,"SD",21,55.67,"mean",31.11,"SD",21,"no of blowflies","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Page 3","arthropod","c","TR",NA,"JMGS","ok","no","yes","no",1,1
"GNM_128","included","NA","mean and variance","Mennerat A; Perret P; Caro P S; Heeb P; Lambrechts M M",2008,"Muro_valley_Corsica","1","1","2","Cyanistes_caeruleus","Lavandula_stoechas, Helichrysum_italicum","moss","1","1","1",6.51,"mean",1.2,"SD",21,6.24,"mean",1.23,"SD",21,"broodsize","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Page 4","NA","c","TR",NA,"JMGS","ok","no","yes","no",1,1
"GNM_143","included","NA","mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","1","1","1","Sturnus_vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)","1","1","1",68.98462,"mean",3.769231,"SD",25,68.1769199999999,"mean",3.84387599999999,"SD",26,"fledgling mass(1995)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 6","NA","a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_143","included","NA","mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","2","2","2","Sturnus_vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)","1","1","1",70.0076899999999,"mean",4.738462,"SD",16,65.8076899999999,"mean",4.796541,"SD",15,"fledgling mass(1996)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 6","NA","a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_143","included","NA","mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","3","3","3","Sturnus_vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)","1","1","1",70.33077,"mean",4.47668499999999,"SD",27,68.7692299999999,"mean",2.90170299999999,"SD",24,"fledgling mass(1997)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 6","NA","a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_143","included","NA","mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","4","4","4","Sturnus_vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)","1","1","1",69.6846199999999,"mean",6.091997,"SD",8,67.74615,"mean",4.849742,"SD",12,"fledgling mass(1998)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 6","NA","a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_143","included","NA","mean and variance","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","5","5","5","Sturnus_vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)","1","1","1",71.08462,"mean",4.334532,"SD",20,70.86923,"mean",4.34955599999999,"SD",29,"fledgling mass(2001)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 6","NA","a","TR",NA,"JMGS","I added 1 to NPH as well","no","yes","no",1,1
"GNM_143","included","NA","log","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11E)","5","5","6","Sturnus_vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)","1","0","1",367.5676,"mean",396.330899999999,"SD",21,313.5135,"mean",374.4975,"SD",12,"bacterial increase(week1)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 5","microoragnism","a","TR","I assume that this data is from 2001, hence experiment ID is 5 for all. I cannot be certain but just logically made sense that the full experiment was carried out in this latest year and the other data is from previous years.","JMGS","I added 1 to NPH as well; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its worth or not make such assumptions, or marking it as NA.","no","yes","no",1,1
"GNM_143","included","NA","log","Gwinner H; Berger S",2005,"Lake_Ammersee_Germany -(South Germany, 48 N 11 E)","5","5","6","Sturnus_vulgaris","Achilea_millefolia, Heracleum_spondyleum, Anthriscus_sylvestris, Aegopodium_podagraria, Salix_alba, Sambucus_niger","Brachipodium_silvaticum (grass)","1","0","1",-145.945899999999,"mean",481.505999999999,"SD",15,270.2703,"mean",581.175399999999,"SD",10,"bacterial increase(week2)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 5","microoragnism","a","TR",NA,"JMGS","I added 1 to NPH as well; The data extractor (TR) made some assumptions about the timing of the data extraction, given that the period of data collection is not clear in the article, I cannot properly check the data. Therefore, we need to decide if its worth or not make such assumptions, or marking it as NA.","no","yes","no",1,1
