"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"López-Ornelas A.; Escobedo-Avila I.; Ramírez-García G.; Lara-Rodarte R.; Meléndez-Ramírez C.; Urrieta-Chávez B.; Barrios-García T.; Cáceres-Chávez V.A.; Flores-Ponce X.; Carmona F.; Reynoso C.A.; Aguilar C.; Kerik N.E.; Rocha L.; Verdugo-Díaz L.; Treviño V.; Bargas J.; Ramos-Mejía V.; Fernández-Ruiz J.; Campos-Romo A.; Velasco I.","López-Ornelas, Adolfo (42461840500); Escobedo-Avila, Itzel (55614748400); Ramírez-García, Gabriel (57188927998); Lara-Rodarte, Rolando (57189682901); Meléndez-Ramírez, César (57222501216); Urrieta-Chávez, Beetsi (57222502530); Barrios-García, Tonatiuh (55919355800); Cáceres-Chávez, Verónica A. (57202996086); Flores-Ponce, Xóchitl (57222502201); Carmona, Francia (57143936500); Reynoso, Carlos Alberto (36722409700); Aguilar, Carlos (57198005574); Kerik, Nora E. (7801569071); Rocha, Luisa (57203051519); Verdugo-Díaz, Leticia (6603004148); Treviño, Víctor (56000869000); Bargas, José (7004047910); Ramos-Mejía, Verónica (56002663700); Fernández-Ruiz, Juan (7006533054); Campos-Romo, Aurelio (56013675400); Velasco, Iván (7005759637)","42461840500; 55614748400; 57188927998; 57189682901; 57222501216; 57222502530; 55919355800; 57202996086; 57222502201; 57143936500; 36722409700; 57198005574; 7801569071; 57203051519; 6603004148; 56000869000; 7004047910; 56002663700; 7006533054; 56013675400; 7005759637","Human Embryonic Stem Cell-Derived Immature Midbrain Dopaminergic Neurons Transplanted in Parkinsonian Monkeys","2023","Cells","12","23","2738","","","","1","10.3390/cells12232738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179182699&doi=10.3390%2fcells12232738&partnerID=40&md5=38ae78a88c197ab284bf39663eca4783","Human embryonic stem cells (hESCs) differentiate into specialized cells, including midbrain dopaminergic neurons (DANs), and Non-human primates (NHPs) injected with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine develop some alterations observed in Parkinson’s disease (PD) patients. Here, we obtained well-characterized DANs from hESCs and transplanted them into two parkinsonian monkeys to assess their behavioral and imaging changes. DANs from hESCs expressed dopaminergic markers, generated action potentials, and released dopamine (DA) in vitro. These neurons were transplanted bilaterally into the putamen of parkinsonian NHPs, and using magnetic resonance imaging techniques, we calculated the fractional anisotropy (FA) and mean diffusivity (MD), both employed for the first time for these purposes, to detect in vivo axonal and cellular density changes in the brain. Likewise, positron-emission tomography scans were performed to evaluate grafted DANs. Histological analyses identified grafted DANs, which were quantified stereologically. After grafting, animals showed signs of partially improved motor behavior in some of the HALLWAY motor tasks. Improvement in motor evaluations was inversely correlated with increases in bilateral FA. MD did not correlate with behavior but presented a negative correlation with FA. We also found higher 11C-DTBZ binding in positron-emission tomography scans associated with grafts. Higher DA levels measured by microdialysis after stimulation with a high-potassium solution or amphetamine were present in grafted animals after ten months, which has not been previously reported. Postmortem analysis of NHP brains showed that transplanted DANs survived in the putamen long-term, without developing tumors, in immunosuppressed animals. Although these results need to be confirmed with larger groups of NHPs, our molecular, behavioral, biochemical, and imaging findings support the integration and survival of human DANs in this pre-clinical PD model. © 2023 by the authors.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85179182699"
"Esteves M.; Abreu R.; Fernandes H.; Serra-Almeida C.; Martins P.A.T.; Barão M.; Cristóvão A.C.; Saraiva C.; Ferreira R.; Ferreira L.; Bernardino L.","Esteves, Marta (56145718500); Abreu, Ricardo (57202547459); Fernandes, Hugo (32667641200); Serra-Almeida, Catarina (57209281783); Martins, Patrícia A.T. (23978517700); Barão, Marta (57560972400); Cristóvão, Ana Clara (35093672800); Saraiva, Cláudia (57188957695); Ferreira, Raquel (55573445400); Ferreira, Lino (35492726100); Bernardino, Liliana (57219301325)","56145718500; 57202547459; 32667641200; 57209281783; 23978517700; 57560972400; 35093672800; 57188957695; 55573445400; 35492726100; 57219301325","MicroRNA-124-3p-enriched small extracellular vesicles as a therapeutic approach for Parkinson's disease","2022","Molecular Therapy","30","10","","3176","3192","16","33","10.1016/j.ymthe.2022.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132524786&doi=10.1016%2fj.ymthe.2022.06.003&partnerID=40&md5=588928e96acad1116f87f2195ece82a4","Parkinson's disease is a neurodegenerative disease characterized by the loss of dopaminergic neurons in the substantia nigra with no effective cure available. MicroRNA-124 has been regarded as a promising therapeutic entity for Parkinson's disease due to its pro-neurogenic and neuroprotective roles. However, its efficient delivery to the brain remains challenging. Here, we used umbilical cord blood mononuclear cell-derived extracellular vesicles as a biological vehicle to deliver microRNA (miR)-124-3p and evaluate its therapeutic effects in a mouse model of Parkinson's disease. In vitro, miR-124-3p-loaded small extracellular vesicles induced neuronal differentiation in subventricular zone neural stem cell cultures and protected N27 dopaminergic cells against 6-hydroxydopamine-induced toxicity. In vivo, intracerebroventricularly administered small extracellular vesicles were detected in the subventricular zone lining the lateral ventricles and in the striatum and substantia nigra, the brain regions most affected by the disease. Most importantly, although miR-124-3p-loaded small extracellular vesicles did not increase the number of new neurons in the 6-hydroxydopamine-lesioned striatum, the formulation protected dopaminergic neurons in the substantia nigra and striatal fibers, which fully counteracted motor behavior symptoms. Our findings reveal a novel promising therapeutic application of small extracellular vesicles as delivery agents for miR-124-3p in the context of Parkinson's disease. © 2022 The Authors","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132524786"
"Chauhan N.; Cabrera M.; Chowdhury P.; Nagesh P.K.B.; Dhasmana A.; Pranav; Jaggi M.; Chauhan S.C.; Yallapu M.M.","Chauhan, Neeraj (55133786900); Cabrera, Marco (58235485200); Chowdhury, Pallabita (56652520200); Nagesh, Prashanth K. B. (57604785100); Dhasmana, Anupam (56700176600); Pranav (55860591200); Jaggi, Meena (7003437186); Chauhan, Subhash C. (7203036925); Yallapu, Murali M. (59114456200)","55133786900; 58235485200; 56652520200; 57604785100; 56700176600; 55860591200; 7003437186; 7203036925; 59114456200","Indocyanine Green-based Glow Nanoparticles Probe for Cancer Imaging","2023","Nanotheranostics","7","4","","353","367","14","4","10.7150/ntno.78405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85157985428&doi=10.7150%2fntno.78405&partnerID=40&md5=ed4a84130293a593f36aecd2b8224930","Indocyanine green (ICG) is one of the FDA-approved near infra-red fluorescent (NIRF) probes for cancer imaging and image-guided surgery in the clinical setting. However, the limitations of ICG include poor photostability, high concentration toxicity, short circulation time, and poor cancer cell specificity. To overcome these hurdles, we engineered a nanoconstruct composed of poly (vinyl pyrrolidone) (PVP)-indocyanine green that is cloaked self-assembled with tannic acid (termed as indocyanine green-based glow nanoparticles probe, ICG-Glow NPs) for the cancer cell/tissue-specific targeting. The self-assembled ICG-Glow NPs were confirmed by spherical nanoparticles formation (DLS and TEM) and spectral analyses. The NIRF imaging characteristic of ICG-Glow NPs was established by superior fluorescence counts on filter paper and chicken tissue. The ICG-Glow NPs exhibited excellent hemo and cellular compatibility with human red blood cells, kidney normal, pancreatic normal, and other cancer cell lines. An enhanced cancer-specific NIRF binding and imaging capability of ICG-Glow NPs was confirmed using different human cancer cell lines and human tumor tissues. Additionally, tumor-specific binding/accumulation of ICG-Glow NPs was confirmed in MDA-MB-231 xenograft mouse model. Collectively, these findings suggest that ICG-Glow NPs have great potential as a novel and safe NIRF imaging probe for cancer cell/tumor imaging. This can lead to a quicker cancer diagnosis facilitating precise disease detection and management. © The author(s).","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85157985428"
"Raziq M.; Kazmi S.K.; Nasib A.; Soomro F.; Khan S.","Raziq, Mariam (24554287000); Kazmi, Syeda Kahkashan (56522660800); Nasib, Asma (6504788986); Soomro, Faheeda (57221928977); Khan, Saifullah (13409112500)","24554287000; 56522660800; 6504788986; 57221928977; 13409112500","EFFECT OF NaH2 PO4 ON DIFFERENTIATION OF IN VITRO PROPAGATED BIRD NEST FERN (ASPLENIUM NIDUS L.)","2023","Pakistan Journal of Botany","55","3","","965","972","7","0","10.30848/PJB2023-3(5)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153711679&doi=10.30848%2fPJB2023-3%285%29&partnerID=40&md5=576ed750c3dde67d0c1c6308ea2e2be8","Nutrients are sources of nourishment and survival for plants. Salt stress changes the morphological, physiological and biochemical responses of plants. Bird nest fern (Asplenium nidus) is typically an exotic plant and belongs to the fern family. Spores of Asplenium nidus were used as an explant for In vitro propagation. After sterilization, the spores of Asplenium nidus were sprinkled over on MS initiation media of different strengths (1/2MS, 1/4 MS, 3/4 MS and Full MS). It was experiential that varying strength of nutrient components of the media has shown markedly influence. It was found that 90% highest number of green prothalli, larger in size were germinated on 1/2 strength MS media. Prothalli shifted onto multiplication media which correspond 1/2 strength MS medium supplemented with different growth regulators BAP (1-4 mg/L) and NAA (0.5-0.1 mg/L), 3% sugar and 0.25% w/v phytagel. It is observed that the F7 media showed an intense effect on the multiplication of plants, Plantlets multiplied vigorously were transferred onto differentiation media. In vitro differentiation of Asplenium nidus plantlets were optimized on differentiation media, MF media which corresponds with half-strength MS media supplemented with NaH2PO4, and MK medium supplemented with KH2PO4 containing BAP (2mg/L) and NAA (0.5mg/L), 3% sugar and 0.25 w/v solidifying agent (phytagel) was incorporated in each combination at pH 5.75, Media containing NaH2PO4 showed different degrees of differentiation as compared to the media correspond with KH2PO4. The effect of liquid and solid supporting media on the rapid growth of micro propagated fern species Asplenium nidus was also studied about the accessibility of nutrients and water in the culture medium. In this study, two different types of media were used each restrain half-strength MS media containing growth regulators BAP (2mg/L), NAA (0.5mg/L) and IBA (2mg/L) respectively, along with the addition of 200 mg/L NaH2PO4. When shoots attained a sufficient length and become differentiated, then plants were transferred into auxin-rich media. Experiments were conducted to study the effect of different types and levels of auxins in rooting media. Differentiated plantlets were consequently shifted on medium for proliferation of root. Field trials experiments were designed and plantlets of Asplenium nidus were acclimatized in the greenhouse. © 2023, Pakistan Botanical Society. All rights reserved.","Article","Final","","Scopus","2-s2.0-85153711679"
"Panegossi M.F.D.C.; Widmer G.; Nagata W.B.; Oliveira B.C.M.; Ferrari E.D.; Gomes J.F.; Meireles M.V.; Nakamura A.A.; do Santos-Doni T.R.; da Silveira Neto L.; Bresciani K.D.S.","Panegossi, Mariele Fernanda da Cruz (57194713773); Widmer, Giovanni (7004342844); Nagata, Walter Bertequini (57194727732); Oliveira, Bruno César Miranda (56085421100); Ferrari, Elis Domingos (57194727338); Gomes, Jancarlo Ferreira (37014622400); Meireles, Marcelo Vasconcelos (55663963800); Nakamura, Alex Akira (25930523400); do Santos-Doni, Thaís Rabelo (18037402000); da Silveira Neto, Luiz (55894431100); Bresciani, Katia Denise Saraiva (6507216466)","57194713773; 7004342844; 57194727732; 56085421100; 57194727338; 37014622400; 55663963800; 25930523400; 18037402000; 55894431100; 6507216466","Cryptosporidium proventriculi in Captive Cockatiels (Nymphicus hollandicus)","2023","Pathogens","12","5","710","","","","3","10.3390/pathogens12050710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160352232&doi=10.3390%2fpathogens12050710&partnerID=40&md5=1acbce0281e9a34a361790cab479dc15","Cockatiels (Nymphicus hollandicus) are among the most commonly sold psittacines pets. The aim of this study was to evaluate the occurrence of Cryptosporidium spp. in domestic N. hollandicus and identify risk factors for this infection. We collected fecal samples from 100 domestic cockatiels in the city of Araçatuba, São Paulo, Brazil. Feces from birds of both genders and older than two months were collected. Owners were asked to complete a questionnaire to identify how they handle and care for their birds. Based on nested PCR targeting the 18S rRNA gene, the prevalence of Cryptosporidium spp. in the cockatiels sampled was 9.00%, 6.00% based on Malachite green staining, 5.00% based on modified Kinyoun straining, and 7.00% when the Malachite green was combined with Kinyoun. Applying multivariate logistic regression to test the association between Cryptosporidium proventriculi positivity and potential predictors showed that gastrointestinal alterations was a significant predictor (p < 0.01). Amplicons from five samples were sequenced successfully and showed 100% similarity with C. proventriculi. In summary, this study demonstrates the occurrence of C. proventriculi in captive cockatiels. © 2023 by the authors.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85160352232"
"Samuel J.N.; Rastogi N.","Samuel, Joy Nivedita (57326944600); Rastogi, Neelkamal (7102385937)","57326944600; 7102385937","Ants as pollination vectors of ant-adapted Euphorbia hirta L. plants","2022","Arthropod-Plant Interactions","16","5","","361","372","11","4","10.1007/s11829-022-09903-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136107726&doi=10.1007%2fs11829-022-09903-2&partnerID=40&md5=2fbb6f18d3a825ff4a06b52e57925a74","A wide range of ant-plant mutualistic associations are known to occur in terrestrial ecosystems. Although many species of plants recruit ants to obtain protection from herbivores, myrmecophily is rare, since only few plant species are known to be adapted for pollination predominantly by ants. The annual herb, Euphorbia hirta, is characterized by the ‘ant-pollination syndrome’ including traits such as unisexual flowers, inconspicuous cyathia clustered in globose cymes, inflorescence-associated tiny nectaries and short, semi-erect stem. In present study, we aimed to examine the pollination ecology of Euphorbia hirta and the role of ants in its pollination. Field and laboratory experiments conducted to understand the association between E. hirta plants and ants revealed that seven ant species (belonging to five genera and three subfamilies) visited E. hirta plants. The visitation patterns of ants revealed that in a single foraging trip the ants visited a number of plants indicating their potential role in cross-pollination. Field-based exclusion experiments revealed production of significantly higher number of fruits in E. hirta plants under open pollination treatment as compared to other treatments. Scanning electron microscopy revealed that the adherence of the pollen grains to the bristles located on ant mouth-parts was facilitated by the three vertical, semi-circular grooves present on the grain surface. The number of fruits produced per plant was higher in ant-included plants as compared to only winged insect-pollinated and only self-pollinated plants suggesting that the plant-visiting ants are successful pollination vectors of E. hirta and while promoting self-pollination also contribute towards cross-pollination services. © 2022, The Author(s), under exclusive licence to Springer Nature B.V.","Article","Final","","Scopus","2-s2.0-85136107726"
"Zhang J.; Zhu G.; Tang L.; Li X.","Zhang, Jing (58612859100); Zhu, Guochen (39963001800); Tang, Li (58067519200); Li, Xu (59001754000)","58612859100; 39963001800; 58067519200; 59001754000","GFP-labeled Schwann cell-like cells derived from hair follicle epidermal neural crest stem cells promote the acellular nerve allografts to repair facial nerve defects in rats","2024","Experimental Cell Research","438","1","114049","","","","1","10.1016/j.yexcr.2024.114049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191326250&doi=10.1016%2fj.yexcr.2024.114049&partnerID=40&md5=a1d08dd7151ecf7dc0b30ae292fc8823","Background: Acellular nerve allografts (ANAs) have been successfully applied to bridge facial nerve defects, and transplantation of stem cells may enhance the regenerative results. Up to now, application of hair follicle epidermal neural crest stem cell-derived Schwann cell-like cells (EPI–NCSC–SCLCs) combined with ANAs for bridging facial nerve defects has not been reported. Methods: The effect of ANAs laden with green fluorescent protein (GFP)-labeled EPI–NCSC–SCLCs (ANA + cells) on bridging rat facial nerve trunk defects (5-mm-long) was detected by functional and morphological examination, as compared with autografts and ANAs, respectively. Results: (1) EPI–NCSC–SCLCs had good compatibility with ANAs in vitro. (2) In the ANA + cells group, the GFP signals were observed by in vivo imaging system for small animals within 8 weeks, and GFP-labeled EPI–NCSC–SCLCs were detected in the tissue slices at 16 weeks postoperatively. (3) The facial symmetry at rest after surgery in the ANA + cells group was better than that in the ANA group (p < 0.05), and similar to that in the autograft group (p > 0.05). The initial recovery time of vibrissal and eyelid movement in the ANA group was 2 weeks later than that in the other two groups. (4) The myelinated fibers, myelin sheath thickness and diameter of the axons of the buccal branches in the ANA group were significantly worse than those in the other two groups (P < 0.05), and the results in the ANA + cells group were similar to those in the autograft group (p > 0.05). Conclusions: EPI–NCSC–SCLCs could promote functional and morphological recovery of rat facial nerve defects, and GFP labeling could track the transplanted EPI–NCSC–SCLCs in vivo for a certain period of time. These may provide a novel choice for clinical treatment of peripheral nerve defects. © 2024 The Authors","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191326250"
"Bravo C.; Sarasa M.; Bretagnolle V.; Pays O.","Bravo, Carolina (37020257700); Sarasa, Mathieu (24725805100); Bretagnolle, Vincent (7004180492); Pays, Olivier (15030362800)","37020257700; 24725805100; 7004180492; 15030362800","Detectability and predator strategy affect egg depredation rates: Implications for mitigating nest depredation in farmlands","2022","Science of the Total Environment","829","","154558","","","","10","10.1016/j.scitotenv.2022.154558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126514348&doi=10.1016%2fj.scitotenv.2022.154558&partnerID=40&md5=249382d7fb669d75f96cadfab9ec11c6","Predation is a major evolutionary force in animal ecology. Mechanisms by which prey coloration provides camouflage has been widely studied. However, predator response to prey camouflage and concealment has received less attention. Understanding vegetation structure effect on depredation success could help managers design strategies to mitigate the depredation of managed species (e.g., threatened or hunted). We aimed to investigate the relationship between depredation rate, nest camouflage and concealment in ground-nesting birds of farmlands, and their predators. We set up an experiment of 2576 artificial ground nests to assess the role of egg coloration (white, light green, and dark green), egg size (small, medium, and large), and vegetation structure (vegetation height and land use) in nest survival rates. We also explored the role of predator searching strategies by analysing clumped depredation and multiple depredation events. Of the nests, 34.0% were depredated, with corvids as the predators 78.5% of the time. Corvid depredation decreased by 40–60% in grasslands and spring crops above a vegetation height of 30 cm. In contrast, vegetation height and land use may be of far less importance in avoiding depredation by other predators. The probability of depredation was spatially clumped, suggesting that predators increase search effort in areas where a nest was previously encountered. Neighboring depredation and depredation repetition were more frequent in corvids than in other predators. Our study indicates that nests in vegetation higher than 30 cm had a drastic reduction in depredation rates by corvids. Management of vegetation structure is a key tool to mitigate depredation risk, and improving the availability of alternative food resources may be a complementary tool. © 2022 Elsevier B.V.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85126514348"
"Garrido-Bautista J.; Ramos J.A.; Arce S.I.; Melero-Romero P.; Ferreira R.; Santos-Baena C.; Guímaro H.R.; Martín-Villegas C.; Moreno-Rueda G.; Norte A.C.","Garrido-Bautista, Jorge (57212107864); Ramos, Jaime Albino (35270086800); Arce, Sofía Irene (57200564796); Melero-Romero, Pablo (58665132000); Ferreira, Rafael (58665132100); Santos-Baena, Carolina (58489760200); Guímaro, H.R. (57221312836); Martín-Villegas, Carlos (58665327200); Moreno-Rueda, Gregorio (14018354300); Norte, Ana Cláudia (8227229100)","57212107864; 35270086800; 57200564796; 58665132000; 58665132100; 58489760200; 57221312836; 58665327200; 14018354300; 8227229100","Is there a role for aromatic plants in blue tit (Cyanistes caeruleus) nests? Results from a correlational and an experimental study","2023","Behavioral Ecology and Sociobiology","77","10","118","","","","1","10.1007/s00265-023-03393-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174973426&doi=10.1007%2fs00265-023-03393-9&partnerID=40&md5=c048f817ad26dfdd147216c66252794f","Abstract: The utility of fresh green material in avian nests is still not fully understood. Potential explanations include the effects of plants’ volatile compounds on parasite reduction (nest protection hypothesis) or direct beneficial effects on nestling condition (drug hypothesis). We used correlative data collected during 2020 and 2021 in a Mediterranean population of blue tits (Cyanistes caeruleus) as well as experimental data (aromatic nest content manipulation) to assess the effects of aromatic plant use on nestling physiological condition and survival, nest-dwelling ectoparasitic pressure and its relationship with breeding parameters. We found that aromatic plants were disproportionally used in relation to their abundance in the environment and that their use was positively related to egg mass (but only in 2020). Blowflies and facultative parasitic mites were more frequent in nests with aromatics compared to nests without aromatics, but obligatory parasitic mites were less abundant in nests with aromatics. However, no effects of aromatic plants were observed on nestling haemoglobin levels nor erythrocyte sedimentation rate or other physiological health metrics, but the heterophil to lymphocyte ratio was higher in nests with the highest quantity of aromatics. The artificial addition of mint reduced the flea abundance, but 7-day old nestlings showed significantly lower colour saturation and brightness in the mouth flange. Nestling survival to fledging was not related to aromatic plant use. Therefore, our results partially support a beneficial effect of aromatic plants in blue tit nests because some ectoparasite groups were reduced. Immediate effects on nestling physiology or survival could not be established. Significance statement: Some avian species place fresh aromatic plant material in their nests, and several non-mutually exclusive hypotheses have been proposed to explain its potential functions. In this study, we use both correlational and experimental data from a blue tit population to test two hypotheses, namely the ‘nest protection hypothesis’ and the ‘drug hypothesis’. The first one proposes that aromatic plants have direct repellent effects against ectoparasites, while the latter poses that these plant components benefit nestling condition through the stimulation of some components of the immune system. Our results suggest that some ectoparasites, such as fleas and obligatory parasitic mites, were less abundant in nests where aromatic plants were artificially or naturally added, respectively, but no relationships were detected with nestling physiology or survival, which could be partially explained by our small sample size. Our study partially supports a beneficial effect of aromatic plants in avian nests. © 2023, The Author(s).","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85174973426"
"Giannini-Kurina F.; Borello J.; Cañas I.; Hang S.; Balzarini M.","Giannini-Kurina, Franca (57195804595); Borello, Julieta (57204890330); Cañas, Irene (57425302000); Hang, Susana (35188810500); Balzarini, Mónica (6603680167)","57195804595; 57204890330; 57425302000; 35188810500; 6603680167","Mapping atrazine persistence in soils of central Argentina using INLA","2022","Soil and Tillage Research","219","","105320","","","","10","10.1016/j.still.2022.105320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123435905&doi=10.1016%2fj.still.2022.105320&partnerID=40&md5=dcde8c9bbbbff0c49d45498de995efaa","The length of time an herbicide remains in soils can be used as an indicator for diffuse pollution assessment. Atrazine, a residual herbicide with a wide range of reported environmental impacts, has been extensively applied in agricultural soils cultivated with gramineous crops. While atrazine persistence in soils has been widely studied by quantifying half-life from experimental dissipation curves, the spatial variability of half-life at the landscape scale has not been sufficiently explored. The objectives of this work were to estimate atrazine dissipation in a variety of soils and to map its spatial variability by modelling half-life as a function of environmental variables. Based on laboratory determination and environmental data, atrazine dissipation in soils was mapped across the territory of Córdoba province, central Argentina. First, we determined the dissipation parameters of atrazine under a variety of environmental conditions in 60 sites. Second, we fitted a Bayesian hierarchical model for the estimated atrazine half-lives, considering a soil site-specific property (soil organic carbon, SOC) and land use (gramineous crop, non-gramineous crop, pasture, and forest) as covariates. We used Integrated Nested Laplace Approximation and stochastic partial differential equations to model the spatial dependence on random effects. The results suggest that atrazine half-life can be spatially predicted by SOC and land use. Atrazine dissipation was faster in sites with previous gramineous crops and high soil organic matter. The digital map allowed us to quantify the environmental variability of atrazine dissipation in Córdoba (3.2–99.5 days). The modelling strategy might be applied to other herbicide compounds by selecting proper environmental covariates. © 2022 Elsevier B.V.","Article","Final","","Scopus","2-s2.0-85123435905"
"Moskát C.; Hauber M.E.","Moskát, Csaba (6701428958); Hauber, Márk E. (7005463681)","6701428958; 7005463681","On the sparrowhawk-like calls of female common cuckoos: testing for heterospecific vocal mimicry in a conspecific functional context","2023","Behavioral Ecology and Sociobiology","77","10","111","","","","2","10.1007/s00265-023-03388-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173951924&doi=10.1007%2fs00265-023-03388-6&partnerID=40&md5=5de933438f39e3daea4f73bb5a2adcd9","Abstract: Mimicry is a widespread phenomenon whereby predatory or parasitic individuals can access unsuspecting prey or hosts for the former’s benefit. For example, brood parasitic common cuckoos (Cuculus canorus) evolved several adaptations to trick hosts, including host-mimetic eggs, a barred chest plumage resembling the predatory Eurasian sparrowhawk (Accipiter nisus), and the female cuckoos’ bubbling calls considered as highly similar to this raptor’s calls. The sparrowhawk-like call mimicry is thought to threaten hosts while female cuckoos lay their eggs, although the similarity is restricted to the call’s fundamental frequency and not to its harmonics. However, these calls are also used in conspecific contexts, for example for mate attraction. If vocal mimicry is highly adapted toward the heterospecific function, it might cause reduced effectiveness in conspecific communication. We played cuckoo bubbling and sparrowhawk calls to territorial male cuckoos to test whether conspecific receivers process the mimetic calls accurately. All male cuckoos approached the speaker when female cuckoo calls were played, but rarely (7%) approached it when sparrowhawk or green woodpecker (Picus viridis; control) calls were played. When we excised the harmonic overtones from the sparrowhawk stimulus files, making these calls structurally more similar to the pure-tone female cuckoo calls, nearly half (43%) of the cuckoo males approached the speaker. Consequently, the difference in calls’ harmonic structure may explain one component of the inaccurate state of this acoustic mimicry. This imperfect mimicry by female cuckoos’ bubbling call to sparrowhawk call may ensure the multipurpose functions of this vocalization, including both intra- and interspecific contexts. Significance statement: Common cuckoos are obligate brood parasites, laying their eggs into other species’ nests. During laying, female cuckoos utter sparrowhawk-like vocalizations (bubbling calls), to threaten hosts and to evade their defenses. However, they also use this same call to communicate with other female and male cuckoos. If the bubbling call mimics closely sparrowhawks’ calls, cuckoos may also recognize and respond to the sparrowhawk call, the call of a predator, as a cuckoo call. We used playback experiments to show that cuckoos distinguished between bubbling and sparrowhawk calls in nearly all cases. When we manipulated sparrowhawk calls to be more similar acoustically to bubbling calls by deleting overtones, recognition errors increased from 7 to 43%. We conclude that mimicry of sparrowhawk calls by female cuckoo calls is imperfect, which allows it to function in cuckoo-cuckoo communication effectively. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Article","Final","","Scopus","2-s2.0-85173951924"
"Wilson B.S.; Jensen W.E.; Houseman G.R.; Jameson M.L.; Reichenborn M.M.; Watson D.F.; Morphew A.R.; Kjaer E.L.","Wilson, Benjamin S. (57413828100); Jensen, William E. (7102799440); Houseman, Gregory R. (7004379495); Jameson, Mary Liz (7004903855); Reichenborn, Molly M. (57218482194); Watson, D. Fraser (56606628300); Morphew, Alex R. (57226020983); Kjaer, Esben L. (57226030063)","57413828100; 7102799440; 7004379495; 7004903855; 57218482194; 56606628300; 57226020983; 57226030063","Cattle grazing in CRP grasslands during the nesting season: effects on avian abundance and diversity","2022","Journal of Wildlife Management","86","2","e22188","","","","7","10.1002/jwmg.22188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122884061&doi=10.1002%2fjwmg.22188&partnerID=40&md5=2c231175fb2e013dedb517302882f58e","The Conservation Reserve Program (CRP) is a primary tool for restoring grassland in the United States, in part as wildlife habitat, which has benefited declining grassland bird populations. Among potential mid-contract management practices used to maintain early-successional CRP grasslands, cattle grazing had been prohibited and is currently disincentivized during the primary nesting season for birds (much of the growing season), despite the important role that large herbivores historically played in structuring grassland ecosystems. Conservative grazing of CRP grasslands could increase spatial heterogeneity in vegetation structure and plant diversity, potentially supporting higher densities of some grassland bird species and higher bird diversity. Our objective was to determine the effect of experimental cattle grazing on species-specific relative abundance and occupancy, species diversity, and community dissimilarity of grassland birds on CRP grasslands across the longitudinal extent of Kansas, USA (a 63.5-cm precipitation gradient) during the 2017–2019 avian breeding seasons. Fifty-three of 108 fields were grazed by cattle during the growing seasons of 2017 and 2018 and all fields were rested from grazing in 2019. For all analyses, we examined separate model sets for semiarid western versus more mesic eastern Kansas. Using data from line transect surveys, we modeled relative abundances of 5 songbird species: grasshopper sparrow (Ammodramus savannarum), dickcissel (Spiza americana), eastern meadowlark (Sturnella magna), western meadowlark (Sturnella neglecta), and brown-headed cowbird (Molothrus ater). Grazing had delayed yet positive effects on abundances of grasshopper sparrow in western Kansas, and eastern meadowlark in eastern Kansas, but negative effects on dickcissel abundance in western Kansas and especially on burned fields in eastern Kansas. Somewhat counterintuitively, brown-headed cowbirds in western Kansas were more abundant on ungrazed versus grazed fields in the years after grazing began. In addition, we modeled multi-season occupancy of 3 gamebird species (ring-necked pheasant [Phasianus colcicus], northern bobwhite [Colinus virginianus], mourning dove [Zenaida macroura]) and Henslow's sparrow (Centronyx henslowii); grazing did not affect occupancy of these species. In eastern Kansas, species diversity was highest in grazed, unburned fields. In western Kansas, bird communities in grazed and ungrazed fields were dissimilar, as determined from multivariate analysis. Though regionally variable, conservative stocking of cattle on CRP grasslands during the nesting season as a mid-contract management tool might increase bird species diversity by restructuring habitat that accommodates a greater variety of species and decreasing abundances of species associated with taller, denser stands of vegetation. © 2022 The Wildlife Society","Article","Final","","Scopus","2-s2.0-85122884061"
